sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	hmm_family_status	similarity_best_family	similarity_best_reference	similarity_effective_identity	similarity_query_coverage	similarity_target_coverage	similarity_second_family	similarity_second_identity	similarity_margin	control_type	expected_family	fold	parent_id
nat_45ceddea54f47745a1ad	45ceddea54f47745a1ad9c65097c2d122a4bd298292f81068539903e0cbdd579	72	pass	63.1	63.4	1.0	gvpa	136.0	gvpj	55.9	80.1	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	136.0	55.9	supported_gvpa	gvpa	nat_307aae2a7a20a7f3cf48	0.9178082191780822	1.0	0.9863013698630136	gvpj	0.7638888888888888	0.15391933028919336	natural_heldout	gvpa	0	nat_45ceddea54f47745a1ad
nat_61a382d08777524701b3	61a382d08777524701b3b127d54c55544b762da256e18e1289de6de3ef39b838	72	pass	55.0	55.3	1.0	gvpa	127.2	gvpj	48.9	78.30000000000001	0.8641975308641975	0.9722222222222222	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	127.2	48.9	supported_gvpa	gvpa	nat_f7dbe09f7bde0afd3543	0.9210526315789473	1.0	0.9473684210526315	gvpj	0.5287356321839081	0.3923169993950393	natural_heldout	gvpa	0	nat_61a382d08777524701b3
nat_91f552b9f84853c37285	91f552b9f84853c37285e8ec0883b5170258f814bb6ffb90d6de28cb0f3c10ba	72	pass	59.8	60.1	1.0	gvpa	134.3	gvpj	55.2	79.10000000000001	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.3	55.2	supported_gvpa	gvpa	nat_62e969f9025127736826	0.76	0.7916666666666666	0.76	gvpj	0.6933333333333334	0.06666666666666665	natural_heldout	gvpa	0	nat_91f552b9f84853c37285
nat_a1131689eff9ccc2bc1c	a1131689eff9ccc2bc1cb9c6417b27251120988628db25efce7ae158aaecf416	70	pass	59.5	59.9	1.0	gvpa	126.5	gvpj	48.9	77.6	0.8395061728395061	0.9714285714285714	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	126.5	48.9	supported_gvpa	gvpa	nat_0ec42fc31cce1915953a	0.8571428571428571	0.9571428571428572	1.0	gvpj	0.7714285714285715	0.08571428571428563	natural_heldout	gvpa	0	nat_a1131689eff9ccc2bc1c
nat_c7ec77b171120a344a06	c7ec77b171120a344a0655a11a6be8d15393039fa176a26181f70ba95432a0e4	144	pass	46.2	46.7	0.9743589743589743			gvpa	86.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	86.8	45.4	unsupported	gvpa	nat_3e858629efd06bf33e52	0.7777777777777778	0.8472222222222222	0.8848920863309353	gvpj	0.6944444444444444	0.08333333333333337	natural_heldout	gvpa	0	nat_c7ec77b171120a344a06
nat_291571f679284e1c6455	291571f679284e1c6455963717615530ae130d29db41fb93abfacd00fa90ad20	73	pass	58.7	59.1	0.9743589743589743	gvpa	120.8	gvpj	53.2	67.6	0.8395061728395061	0.9315068493150684	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	120.8	53.2	supported_gvpa	gvpa	nat_731f8990c8cbea086350	0.821917808219178	0.9863013698630136	0.9863013698630136	gvpj	0.684931506849315	0.136986301369863	natural_heldout	gvpa	0	nat_291571f679284e1c6455
nat_419538444627b50496c7	419538444627b50496c73c8cf28e7a1950e49971cfa5cb42c07430d39eb23bd3	82	pass	54.0	54.3	1.0	gvpa	118.7	gvpj	51.0	67.7	0.8395061728395061	0.8292682926829268	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	118.7	51.0	supported_gvpa	gvpa	nat_0b3f3bf863a3ef16a85e	0.6707317073170732	0.8414634146341463	0.9583333333333334	gvpj	0.5975609756097561	0.07317073170731714	natural_heldout	gvpa	0	nat_419538444627b50496c7
nat_d5b00906bcc6e7ee2601	d5b00906bcc6e7ee2601548874eb49cd8eb278fe52c5928828ab442fa2ac7bd2	86	pass	55.0	55.4	1.0	gvpa	124.2	gvpj	53.1	71.1	0.8271604938271605	0.7790697674418605	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	124.2	53.1	supported_gvpa	gvpa	nat_d2440e6d37d33df171fe	0.9651162790697675	1.0	1.0	gvpj	0.8255813953488372	0.13953488372093026	natural_heldout	gvpa	0	nat_d5b00906bcc6e7ee2601
nat_cd15fd2a214ac9570bfd	cd15fd2a214ac9570bfd13751ddd824061d5d55bc28fc3df3c1367b97c80a108	83	pass	56.2	56.5	1.0	gvpa	124.5	gvpj	54.8	69.7	0.8395061728395061	0.8192771084337349	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	124.5	54.8	supported_gvpa	gvpa	nat_90d11bccd2cb7147c1fe	0.6987951807228916	0.8313253012048193	0.92	gvpj	0.6265060240963856	0.07228915662650603	natural_heldout	gvpa	0	nat_cd15fd2a214ac9570bfd
nat_eccab6536bed142192aa	eccab6536bed142192aa8ae35f75a35f64e1e978ec751eee4b6251731c6ee4f8	70	pass	59.5	59.9	1.0	gvpa	127.1	gvpj	48.9	78.19999999999999	0.8518518518518519	0.9857142857142858	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	127.1	48.9	supported_gvpa	gvpa	nat_0ec42fc31cce1915953a	0.8571428571428571	0.9571428571428572	1.0	gvpj	0.7571428571428571	0.09999999999999998	natural_heldout	gvpa	0	nat_eccab6536bed142192aa
nat_be9809bb1f91644c1e43	be9809bb1f91644c1e431f6b48e4a4183d550ce2f80f162d11f698b4c92e1824	72	pass	62.6	62.9	1.0	gvpa	136.9	gvpj	53.5	83.4	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	136.9	53.5	supported_gvpa	gvpa	nat_71f9753012b6644cf772	0.9178082191780822	1.0	0.9863013698630136	gvpj	0.7466666666666667	0.1711415525114155	natural_heldout	gvpa	0	nat_be9809bb1f91644c1e43
nat_622c716866d2133b80f2	622c716866d2133b80f2821fd0bc4b15c8a3872f04f569b358001ba249e094bc	72	pass	59.1	59.6	1.0	gvpa	135.8	gvpj	51.8	84.00000000000001	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	135.8	51.8	supported_gvpa	gvpa	nat_9c3060ca8265f2fd22a3	0.9452054794520548	1.0	0.9863013698630136	gvpj	0.76	0.1852054794520548	natural_heldout	gvpa	0	nat_622c716866d2133b80f2
nat_d9b32c93cd099c72a956	d9b32c93cd099c72a9565d0d1d751944285fef4f2523b73e02fca6dad757ad3d	72	pass	61.5	61.8	1.0	gvpa	137.6	gvpj	55.1	82.5	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	137.6	55.1	supported_gvpa	gvpa	nat_307aae2a7a20a7f3cf48	0.9452054794520548	1.0	0.9863013698630136	gvpj	0.7638888888888888	0.18131659056316596	natural_heldout	gvpa	0	nat_d9b32c93cd099c72a956
nat_fd161dfe59366687c2f2	fd161dfe59366687c2f2851a7085607a1a49850277ce6c989d8f377546025ebe	72	pass	52.8	53.1	1.0	gvpa	134.9	gvpj	49.2	85.7	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.9	49.2	supported_gvpa	gvpa	nat_6475ddba2899c58b73cc	0.8904109589041096	0.9861111111111112	0.9726027397260274	gvpj	0.7466666666666667	0.1437442922374429	natural_heldout	gvpa	0	nat_fd161dfe59366687c2f2
nat_2e707b0ae8b0c69feb2e	2e707b0ae8b0c69feb2eb75166178922a33851e0022ed4c173447055ed769eb8	72	pass	53.8	54.1	1.0	gvpa	134.6	gvpj	49.1	85.5	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.6	49.1	supported_gvpa	gvpa	nat_1de45b2894df870d6dc9	0.9027777777777778	0.9861111111111112	0.9861111111111112	gvpj	0.7466666666666667	0.1561111111111111	natural_heldout	gvpa	0	nat_2e707b0ae8b0c69feb2e
nat_a36a3359d46f89a3e9c6	a36a3359d46f89a3e9c6d339b24da5b9e7b56e875526568f984c4d9d61c9bfca	93	pass	60.0	60.4	1.0	gvpa	123.0	gvpj	52.6	70.4	0.8641975308641975	0.7419354838709677	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	123.0	52.6	supported_gvpa	gvpa	nat_4132d6e9996d37d7483a	0.7096774193548387	0.7311827956989247	0.7391304347826086	gvpj	0.44086021505376344	0.2688172043010753	natural_heldout	gvpa	0	nat_a36a3359d46f89a3e9c6
nat_5d20e8974d28b202ff3e	5d20e8974d28b202ff3e6522190fdbf27c7ec35790b334b7bfc0964dd160f003	88	pass	57.1	57.4	1.0	gvpa	122.6	gvpj	55.3	67.3	0.8271604938271605	0.7613636363636364	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	122.6	55.3	supported_gvpa	gvpa	nat_6507b3f9f58ef91ab9d8	0.9772727272727273	1.0	1.0	gvpj	0.8181818181818182	0.15909090909090906	natural_heldout	gvpa	0	nat_5d20e8974d28b202ff3e
nat_b3e7eac10f741058a688	b3e7eac10f741058a688bc7d62c0f50b5a15ad09caae40e59b5e7155d1011066	74	pass	54.9	55.3	0.9487179487179487	gvpa	115.2	gvpj	50.9	64.30000000000001	0.8641975308641975	0.9459459459459459	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	115.2	50.9	supported_gvpa	gvpa	nat_ee49db0244212648bdd1	0.6216216216216216	0.7702702702702703	0.8636363636363636	gvpj	0.527027027027027	0.09459459459459463	natural_heldout	gvpa	0	nat_b3e7eac10f741058a688
nat_9896810d394d4d1edf15	9896810d394d4d1edf15ff02a5ebe1a5ce22578a398bf69c24333fb0d1e948a5	80	pass	59.1	59.4	1.0	gvpa	134.7	gvpj	57.3	77.39999999999999	0.8641975308641975	0.875	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.7	57.3	supported_gvpa	gvpa	nat_8be2e14f0153cb01c7e8	0.8625	0.8875	0.9594594594594594	gvpj	0.7	0.1625000000000001	natural_heldout	gvpa	0	nat_9896810d394d4d1edf15
nat_17718ba432b9ffbaf06b	17718ba432b9ffbaf06b1bb2b0b2bb7a8824f8f4fa1fc5d630b80747312e1252	90	pass	57.0	57.3	1.0	gvpa	121.9	gvpj	55.0	66.9	0.8148148148148148	0.7333333333333333	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.9	55.0	supported_gvpa	gvpa	nat_34a4a65736a78d22df6a	0.956989247311828	1.0	0.967741935483871	gvpj	0.8111111111111111	0.14587813620071688	natural_heldout	gvpa	0	nat_17718ba432b9ffbaf06b
nat_58552353178d8fa2f36f	58552353178d8fa2f36f7b3daafc17974c1edbc48383f9691809dca7f0067bba	87	pass	56.4	56.7	1.0	gvpa	125.0	gvpj	53.8	71.2	0.8271604938271605	0.7701149425287356	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict	125.0	53.8	supported_gvpa	gvpj	nat_8b95b6a8454826276aeb	0.9195402298850575	1.0	1.0	gvpa	0.8636363636363636	0.05590386624869381	natural_heldout	gvpa	0	nat_58552353178d8fa2f36f
nat_969159e68bc0479327cf	969159e68bc0479327cf12527c848f43e276e0d12b14db7fde40332a3c5adbe5	92	pass	59.2	59.6	1.0	gvpa	121.7	gvpj	53.1	68.6	0.8148148148148148	0.717391304347826	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.7	53.1	supported_gvpa	gvpa	nat_61cb6f10b13fb11f910f	0.8969072164948454	1.0	1.0	gvpj	0.82	0.07690721649484544	natural_heldout	gvpa	0	nat_969159e68bc0479327cf
nat_8d9ebc646f6fec623f00	8d9ebc646f6fec623f00ceeb9030112286df2d5d8f0f5344df448c0444b19877	88	pass	58.0	58.3	1.0	gvpa	124.6	gvpj	54.2	70.39999999999999	0.8271604938271605	0.7613636363636364	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;insufficient_sequence_competitive_margin	124.6	54.2	supported_gvpa	gvpa	nat_e0205c427b560fb5fab6	0.875	0.9886363636363636	0.9886363636363636	gvpj	0.8651685393258427	0.0098314606741573	natural_heldout	gvpa	0	nat_8d9ebc646f6fec623f00
nat_54de16dcd0555acdee27	54de16dcd0555acdee27e23bffaee616a31d423e9e0c7d09bc1668199d1ac85a	72	pass	63.1	63.4	1.0	gvpa	136.4	gvpj	55.7	80.7	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	136.4	55.7	supported_gvpa	gvpa	nat_4c06fdcd9b94ab517ef7	0.9315068493150684	1.0	0.9863013698630136	gvpj	0.7733333333333333	0.15817351598173512	natural_heldout	gvpa	0	nat_54de16dcd0555acdee27
nat_7cb4966ababb293a7db4	7cb4966ababb293a7db4a703483439d33c99a78a5a6366c84547d2b67a710fd5	80	pass	60.1	60.4	1.0	gvpa	134.2	gvpj	57.3	76.89999999999999	0.8641975308641975	0.875	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.2	57.3	supported_gvpa	gvpa	nat_8be2e14f0153cb01c7e8	0.8625	0.8875	0.9594594594594594	gvpj	0.6875	0.17500000000000004	natural_heldout	gvpa	0	nat_7cb4966ababb293a7db4
nat_de1520359c3cd2badb80	de1520359c3cd2badb80f957511e46579741fc7dd176bf9ab7bd48d3e9492cb6	80	pass	59.1	59.4	1.0	gvpa	134.7	gvpj	57.6	77.1	0.8641975308641975	0.875	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.7	57.6	supported_gvpa	gvpa	nat_8be2e14f0153cb01c7e8	0.8625	0.8875	0.9594594594594594	gvpj	0.7	0.1625000000000001	natural_heldout	gvpa	0	nat_de1520359c3cd2badb80
nat_49d3875a5ef4bbb644f9	49d3875a5ef4bbb644f930139f267d2cc4e3bdfbfd30dde28aab18149bc1f254	95	pass	59.1	59.5	1.0	gvpa	121.4	gvpj	51.0	70.4	0.8148148148148148	0.6947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.4	51.0	supported_gvpa	gvpa	nat_4132d6e9996d37d7483a	0.6631578947368421	0.7157894736842105	0.7391304347826086	gvpj	0.4105263157894737	0.2526315789473684	natural_heldout	gvpa	0	nat_49d3875a5ef4bbb644f9
nat_1e070d0d2387bb202235	1e070d0d2387bb202235dd365948f4b25f48059ea4c98d3578571e9cd7eb12bb	75	pass	55.9	56.2	1.0	gvpa	121.5	gvpj	47.2	74.3	0.8888888888888888	0.96	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.5	47.2	supported_gvpa	gvpa	nat_f7dbe09f7bde0afd3543	0.6842105263157895	0.84	0.8289473684210527	gvpj	0.52	0.16421052631578947	natural_heldout	gvpa	0	nat_1e070d0d2387bb202235
nat_38cb7bda240a833d36b3	38cb7bda240a833d36b384add457f6a14c4bac92c8bfa58639724187005025d1	95	pass	59.3	59.7	1.0	gvpa	122.6	gvpj	50.7	71.89999999999999	0.8271604938271605	0.7052631578947368	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	122.6	50.7	supported_gvpa	gvpa	nat_4132d6e9996d37d7483a	0.8	0.9368421052631579	0.967391304347826	gvpj	0.5052631578947369	0.2947368421052632	natural_heldout	gvpa	0	nat_38cb7bda240a833d36b3
nat_3dcd4bf22b7bbdb49d82	3dcd4bf22b7bbdb49d82bd3c0ad5243535489009f84e98c6150ccd4e5dc08f1d	95	pass	59.1	59.5	1.0	gvpa	123.9	gvpj	50.0	73.9	0.8641975308641975	0.7368421052631579	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	123.9	50.0	supported_gvpa									natural_heldout	gvpa	0	nat_3dcd4bf22b7bbdb49d82
nat_8f3e753527c876cd94f0	8f3e753527c876cd94f0f40735a536faf3fc90a3524a79b993b998a48495383b	95	pass	59.1	59.5	1.0	gvpa	122.9	gvpj	52.0	70.9	0.8148148148148148	0.6947368421052632	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	122.9	52.0	supported_gvpa	gvpa	nat_4132d6e9996d37d7483a	0.6842105263157895	0.7684210526315789	0.7934782608695652	gvpj	0.49473684210526314	0.18947368421052635	natural_heldout	gvpa	0	nat_8f3e753527c876cd94f0
nat_8f7aa09afb9d7c3cc2eb	8f7aa09afb9d7c3cc2eb21e2c36d3651a0b1d0bb140446aa99cfc1a96f4de3ce	72	pass	62.3	62.7	1.0	gvpa	137.1	gvpj	54.4	82.69999999999999	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	137.1	54.4	supported_gvpa	gvpa	nat_71f9753012b6644cf772	0.9315068493150684	1.0	0.9863013698630136	gvpj	0.75	0.18150684931506844	natural_heldout	gvpa	0	nat_8f7aa09afb9d7c3cc2eb
nat_144165ea4d3ea8a64b2e	144165ea4d3ea8a64b2e97fd557e53d485b05e168aefc547e39ea8dc8fed59dd	95	pass	59.1	59.5	1.0	gvpa	121.7	gvpj	51.2	70.5	0.8024691358024691	0.6842105263157895	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	121.7	51.2	supported_gvpa	gvpa	nat_bc61cfaf37743c96bcc0	0.7368421052631579	0.9263157894736842	0.9354838709677419	gvpj	0.5684210526315789	0.16842105263157892	natural_heldout	gvpa	0	nat_144165ea4d3ea8a64b2e
nat_bb973ad514bc9a8e4071	bb973ad514bc9a8e4071a1875fc5756e7859556fa23d8596d35a2c4da3565928	72	pass	63.2	63.5	1.0	gvpa	125.3	gvpj	58.1	67.19999999999999	0.8395061728395061	0.9444444444444444	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	125.3	58.1	supported_gvpa	gvpa	nat_731f8990c8cbea086350	0.821917808219178	1.0	0.9863013698630136	gvpj	0.7361111111111112	0.08580669710806688	natural_heldout	gvpa	0	nat_bb973ad514bc9a8e4071
nat_d5c2d4101839c4dee9b6	d5c2d4101839c4dee9b608bbafd0bb712b3bb5cc8e8bb373c074eb48f72d3a9b	86	pass	57.8	58.2	1.0	gvpa	117.8	gvpj	50.1	67.69999999999999	0.8888888888888888	0.8372093023255814	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	117.8	50.1	supported_gvpa	gvpa	nat_34e09ae9d7236edc844b	0.7093023255813954	0.9418604651162791	0.9529411764705882	gvpj	0.5172413793103449	0.19206094627105053	natural_heldout	gvpa	0	nat_d5c2d4101839c4dee9b6
nat_f5db5c4704d592f947d9	f5db5c4704d592f947d9390e9bcd6afde1ac2a8c4b44472ec28636a4e3ab47c5	82	pass	56.1	56.7	1.0	gvpa	111.0	gvpj	48.6	62.4	0.8395061728395061	0.8292682926829268	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	111.0	48.6	supported_gvpa	gvpa	nat_f87e80c34ba5c8c8909b	0.7701149425287356	0.975609756097561	0.9195402298850575	gvpj	0.5365853658536586	0.233529576675077	natural_heldout	gvpa	0	nat_f5db5c4704d592f947d9
nat_41af882b944a1fc500db	41af882b944a1fc500dbe8f6fc01230050462280d115eeafbc8f1cb2c66f1d11	72	pass	61.9	62.2	1.0	gvpa	137.2	gvpj	55.2	81.99999999999999	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	137.2	55.2	supported_gvpa	gvpa	nat_4c06fdcd9b94ab517ef7	0.9178082191780822	1.0	0.9863013698630136	gvpj	0.76	0.1578082191780822	natural_heldout	gvpa	0	nat_41af882b944a1fc500db
nat_ffef1b1b441fdc15ea9c	ffef1b1b441fdc15ea9c7981dc1e18e5fd48b4bd588343bda7a874e40857653d	72	pass	61.7	62.0	1.0	gvpa	137.0	gvpj	54.2	82.8	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	137.0	54.2	supported_gvpa	gvpa	nat_4c06fdcd9b94ab517ef7	0.9315068493150684	1.0	0.9863013698630136	gvpj	0.76	0.17150684931506843	natural_heldout	gvpa	0	nat_ffef1b1b441fdc15ea9c
nat_908def535fa98fa36b50	908def535fa98fa36b50ccc7b99887e25d2d33284b95e820e8135e01dd397cd1	72	pass	60.3	60.6	1.0	gvpa	136.7	gvpj	53.5	83.19999999999999	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	136.7	53.5	supported_gvpa	gvpa	nat_a36db64a1cae19ba84f5	0.9333333333333333	0.9861111111111112	0.9466666666666667	gvpj	0.76	0.17333333333333334	natural_heldout	gvpa	0	nat_908def535fa98fa36b50
nat_f0b585defb33f68b9eec	f0b585defb33f68b9eec146548ed02b46b614ae37435ad5b020b758b4d5f244f	72	pass	55.9	56.2	1.0	gvpa	134.6	gvpj	50.7	83.89999999999999	0.8765432098765432	0.9861111111111112	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	134.6	50.7	supported_gvpa	gvpa	nat_0b3f3bf863a3ef16a85e	0.875	0.9861111111111112	0.9861111111111112	gvpj	0.7466666666666667	0.1283333333333333	natural_heldout	gvpa	0	nat_f0b585defb33f68b9eec
