query_id	target_id	query_length	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason
vae_candidate_000001	vae_candidate_000411	84	96	272.5	97	83	63	0.7590361445783133	0.9880952380952381	0.8645833333333334	0.65625	0.34375	resolved	
vae_candidate_000001	vae_candidate_000426	84	94	292.0	94	84	64	0.7619047619047619	1.0	0.8936170212765957	0.6808510638297872	0.3191489361702128	resolved	
vae_candidate_000001	vae_candidate_000439	84	87	252.0	92	79	58	0.7341772151898734	0.9404761904761905	0.9080459770114943	0.6666666666666666	0.33333333333333337	resolved	
vae_candidate_000001	vae_candidate_000463	84	85	269.0	87	82	62	0.7560975609756098	0.9761904761904762	0.9647058823529412	0.7294117647058823	0.2705882352941177	resolved	
vae_candidate_000001	vae_candidate_000467	84	102	273.5	102	84	64	0.7619047619047619	1.0	0.8235294117647058	0.6274509803921569	0.37254901960784315	resolved	
vae_candidate_000001	vae_candidate_000493	84	91	279.0	95	80	65	0.8125	0.9523809523809523	0.8791208791208791	0.7142857142857143	0.2857142857142857	resolved	
vae_candidate_000001	vae_candidate_000501	84	90	292.5	91	83	68	0.8192771084337349	0.9880952380952381	0.9222222222222223	0.7555555555555555	0.24444444444444446	resolved	
vae_candidate_000001	vae_candidate_000505	84	82	251.5	87	79	57	0.7215189873417721	0.9404761904761905	0.9634146341463414	0.6785714285714286	0.3214285714285714	resolved	
vae_candidate_000001	vae_candidate_000520	84	73	218.5	85	72	51	0.7083333333333334	0.8571428571428571	0.9863013698630136	0.6071428571428571	0.3928571428571429	resolved	
vae_candidate_000001	vae_candidate_000523	84	109	187.5	112	81	53	0.654320987654321	0.9642857142857143	0.7431192660550459	0.48623853211009177		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000527	84	93	273.5	95	82	65	0.7926829268292683	0.9761904761904762	0.8817204301075269	0.6989247311827957	0.30107526881720426	resolved	
vae_candidate_000001	vae_candidate_000533	84	101	257.5	101	84	62	0.7380952380952381	1.0	0.8316831683168316	0.6138613861386139	0.38613861386138615	resolved	
vae_candidate_000001	vae_candidate_000535	84	92	266.0	95	81	62	0.7654320987654321	0.9642857142857143	0.8804347826086957	0.6739130434782609	0.32608695652173914	resolved	
vae_candidate_000001	vae_candidate_000536	84	88	288.5	88	84	62	0.7380952380952381	1.0	0.9545454545454546	0.7045454545454546	0.2954545454545454	resolved	
vae_candidate_000001	vae_candidate_000539	84	91	210.5	95	80	51	0.6375	0.9523809523809523	0.8791208791208791	0.5604395604395604	0.43956043956043955	resolved	
vae_candidate_000001	vae_candidate_000547	84	100	253.0	101	83	59	0.7108433734939759	0.9880952380952381	0.83	0.59	0.41000000000000003	resolved	
vae_candidate_000001	vae_candidate_000572	84	87	248.0	90	81	61	0.7530864197530864	0.9642857142857143	0.9310344827586207	0.7011494252873564	0.29885057471264365	resolved	
vae_candidate_000001	vae_candidate_000574	84	94	321.0	94	84	70	0.8333333333333334	1.0	0.8936170212765957	0.7446808510638298	0.25531914893617025	resolved	
vae_candidate_000001	vae_candidate_000582	84	86	297.0	86	84	67	0.7976190476190477	1.0	0.9767441860465116	0.7790697674418605	0.22093023255813948	resolved	
vae_candidate_000001	vae_candidate_000588	84	99	201.0	99	84	48	0.5714285714285714	1.0	0.8484848484848485	0.48484848484848486	0.5151515151515151	resolved	
vae_candidate_000001	vae_candidate_000591	84	88	213.0	89	83	54	0.6506024096385542	0.9880952380952381	0.9431818181818182	0.6136363636363636	0.38636363636363635	resolved	
vae_candidate_000001	vae_candidate_000593	84	124	187.0	124	84	52	0.6190476190476191	1.0	0.6774193548387096	0.41935483870967744		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000598	84	94	302.0	94	84	69	0.8214285714285714	1.0	0.8936170212765957	0.7340425531914894	0.26595744680851063	resolved	
vae_candidate_000001	vae_candidate_000618	84	95	291.5	95	84	68	0.8095238095238095	1.0	0.8842105263157894	0.7157894736842105	0.28421052631578947	resolved	
vae_candidate_000001	vae_candidate_000620	84	149	204.5	153	80	60	0.75	0.9523809523809523	0.5369127516778524	0.40268456375838924		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000623	84	93	286.0	95	82	68	0.8292682926829268	0.9761904761904762	0.8817204301075269	0.7311827956989247	0.26881720430107525	resolved	
vae_candidate_000001	vae_candidate_000627	84	90	298.0	90	84	66	0.7857142857142857	1.0	0.9333333333333333	0.7333333333333333	0.2666666666666667	resolved	
vae_candidate_000001	vae_candidate_000633	84	99	226.5	103	80	57	0.7125	0.9523809523809523	0.8080808080808081	0.5757575757575758	0.4242424242424242	resolved	
vae_candidate_000001	vae_candidate_000635	84	89	277.0	89	84	64	0.7619047619047619	1.0	0.9438202247191011	0.7191011235955056	0.2808988764044944	resolved	
vae_candidate_000001	vae_candidate_000638	84	89	264.0	90	83	59	0.7108433734939759	0.9880952380952381	0.9325842696629213	0.6629213483146067	0.3370786516853933	resolved	
vae_candidate_000001	vae_candidate_000652	84	84	240.5	87	81	56	0.691358024691358	0.9642857142857143	0.9642857142857143	0.6666666666666666	0.33333333333333337	resolved	
vae_candidate_000001	vae_candidate_000666	84	99	265.0	99	84	64	0.7619047619047619	1.0	0.8484848484848485	0.6464646464646465	0.3535353535353535	resolved	
vae_candidate_000001	vae_candidate_000672	84	131	167.5	131	84	48	0.5714285714285714	1.0	0.6412213740458015	0.366412213740458		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000685	84	106	260.0	108	82	66	0.8048780487804879	0.9761904761904762	0.7735849056603774	0.6226415094339622		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000687	84	130	170.0	137	77	50	0.6493506493506493	0.9166666666666666	0.5923076923076923	0.38461538461538464		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000696	84	102	273.0	102	84	65	0.7738095238095238	1.0	0.8235294117647058	0.6372549019607843	0.36274509803921573	resolved	
vae_candidate_000001	vae_candidate_000701	84	111	243.5	113	82	59	0.7195121951219512	0.9761904761904762	0.7387387387387387	0.5315315315315315		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000715	84	95	281.0	96	83	64	0.7710843373493976	0.9880952380952381	0.8736842105263158	0.6736842105263158	0.3263157894736842	resolved	
vae_candidate_000001	vae_candidate_000731	84	125	268.5	126	83	69	0.8313253012048193	0.9880952380952381	0.664	0.552		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000744	84	95	205.5	101	78	51	0.6538461538461539	0.9285714285714286	0.8210526315789474	0.5368421052631579	0.4631578947368421	resolved	
vae_candidate_000001	vae_candidate_000750	84	98	303.5	98	84	67	0.7976190476190477	1.0	0.8571428571428571	0.6836734693877551	0.3163265306122449	resolved	
vae_candidate_000001	vae_candidate_000752	84	93	282.0	94	83	65	0.7831325301204819	0.9880952380952381	0.8924731182795699	0.6989247311827957	0.30107526881720426	resolved	
vae_candidate_000001	vae_candidate_000772	84	98	276.5	98	84	65	0.7738095238095238	1.0	0.8571428571428571	0.6632653061224489	0.33673469387755106	resolved	
vae_candidate_000001	vae_candidate_000780	84	89	284.0	92	81	66	0.8148148148148148	0.9642857142857143	0.9101123595505618	0.7415730337078652	0.2584269662921348	resolved	
vae_candidate_000001	vae_candidate_000785	84	115	178.5	118	81	49	0.6049382716049383	0.9642857142857143	0.7043478260869566	0.4260869565217391		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000792	84	74	266.0	84	74	60	0.8108108108108109	0.8809523809523809	1.0	0.7142857142857143	0.2857142857142857	resolved	
vae_candidate_000001	vae_candidate_000812	84	107	264.0	111	80	60	0.75	0.9523809523809523	0.7476635514018691	0.5607476635514018		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000818	84	94	216.5	103	75	54	0.72	0.8928571428571429	0.7978723404255319	0.574468085106383		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000836	84	90	271.5	92	82	63	0.7682926829268293	0.9761904761904762	0.9111111111111111	0.7	0.30000000000000004	resolved	
vae_candidate_000001	vae_candidate_000839	84	99	270.0	99	84	64	0.7619047619047619	1.0	0.8484848484848485	0.6464646464646465	0.3535353535353535	resolved	
vae_candidate_000001	vae_candidate_000841	84	95	300.5	95	84	70	0.8333333333333334	1.0	0.8842105263157894	0.7368421052631579	0.26315789473684215	resolved	
vae_candidate_000001	vae_candidate_000843	84	94	267.0	95	83	64	0.7710843373493976	0.9880952380952381	0.8829787234042553	0.6808510638297872	0.3191489361702128	resolved	
vae_candidate_000001	vae_candidate_000857	84	92	306.5	93	83	71	0.8554216867469879	0.9880952380952381	0.9021739130434783	0.7717391304347826	0.2282608695652174	resolved	
vae_candidate_000001	vae_candidate_000872	84	71	175.5	85	70	43	0.6142857142857143	0.8333333333333334	0.9859154929577465	0.5119047619047619	0.48809523809523814	resolved	
vae_candidate_000001	vae_candidate_000876	84	82	259.0	84	82	58	0.7073170731707317	0.9761904761904762	1.0	0.6904761904761905	0.30952380952380953	resolved	
vae_candidate_000001	vae_candidate_000881	84	111	153.5	113	82	48	0.5853658536585366	0.9761904761904762	0.7387387387387387	0.43243243243243246		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000883	84	92	228.0	99	77	57	0.7402597402597403	0.9166666666666666	0.8369565217391305	0.6195652173913043	0.3804347826086957	resolved	
vae_candidate_000001	vae_candidate_000894	84	139	136.5	142	81	43	0.5308641975308642	0.9642857142857143	0.5827338129496403	0.30935251798561153		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000895	84	72	249.0	84	72	55	0.7638888888888888	0.8571428571428571	1.0	0.6547619047619048	0.34523809523809523	resolved	
vae_candidate_000001	vae_candidate_000900	84	89	288.0	93	80	65	0.8125	0.9523809523809523	0.898876404494382	0.7303370786516854	0.2696629213483146	resolved	
vae_candidate_000001	vae_candidate_000903	84	95	298.0	95	84	69	0.8214285714285714	1.0	0.8842105263157894	0.7263157894736842	0.27368421052631575	resolved	
vae_candidate_000001	vae_candidate_000905	84	92	296.0	92	84	65	0.7738095238095238	1.0	0.9130434782608695	0.7065217391304348	0.2934782608695652	resolved	
vae_candidate_000001	vae_candidate_000908	84	96	281.0	96	84	66	0.7857142857142857	1.0	0.875	0.6875	0.3125	resolved	
vae_candidate_000001	vae_candidate_000912	84	91	300.0	91	84	66	0.7857142857142857	1.0	0.9230769230769231	0.7252747252747253	0.27472527472527475	resolved	
vae_candidate_000001	vae_candidate_000913	84	97	285.5	99	82	66	0.8048780487804879	0.9761904761904762	0.845360824742268	0.6804123711340206	0.31958762886597936	resolved	
vae_candidate_000001	vae_candidate_000914	84	98	299.0	98	84	70	0.8333333333333334	1.0	0.8571428571428571	0.7142857142857143	0.2857142857142857	resolved	
vae_candidate_000001	vae_candidate_000921	84	89	214.5	94	79	52	0.6582278481012658	0.9404761904761905	0.8876404494382022	0.5842696629213483	0.4157303370786517	resolved	
vae_candidate_000001	vae_candidate_000926	84	77	192.5	84	77	51	0.6623376623376623	0.9166666666666666	1.0	0.6071428571428571	0.3928571428571429	resolved	
vae_candidate_000001	vae_candidate_000927	84	90	272.0	91	83	59	0.7108433734939759	0.9880952380952381	0.9222222222222223	0.6555555555555556	0.34444444444444444	resolved	
vae_candidate_000001	vae_candidate_000946	84	117	231.5	120	81	55	0.6790123456790124	0.9642857142857143	0.6923076923076923	0.4700854700854701		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000948	84	104	290.5	104	84	67	0.7976190476190477	1.0	0.8076923076923077	0.6442307692307693	0.3557692307692307	resolved	
vae_candidate_000001	vae_candidate_000959	84	108	237.5	108	84	55	0.6547619047619048	1.0	0.7777777777777778	0.5092592592592593		unresolved	low_target_coverage
vae_candidate_000001	vae_candidate_000965	84	92	260.0	92	84	60	0.7142857142857143	1.0	0.9130434782608695	0.6521739130434783	0.34782608695652173	resolved	
vae_candidate_000001	vae_candidate_000966	84	92	226.5	95	81	55	0.6790123456790124	0.9642857142857143	0.8804347826086957	0.5978260869565217	0.40217391304347827	resolved	
vae_candidate_000001	vae_candidate_000967	84	95	315.0	95	84	71	0.8452380952380952	1.0	0.8842105263157894	0.7473684210526316	0.25263157894736843	resolved	
vae_candidate_000001	vae_candidate_000975	84	95	289.5	95	84	63	0.75	1.0	0.8842105263157894	0.6631578947368421	0.33684210526315794	resolved	
vae_candidate_000001	vae_candidate_000995	84	93	301.0	94	83	67	0.8072289156626506	0.9880952380952381	0.8924731182795699	0.7204301075268817	0.27956989247311825	resolved	
vae_candidate_000018	vae_candidate_000020	98	107	260.5	109	96	63	0.65625	0.9795918367346939	0.897196261682243	0.5887850467289719	0.4112149532710281	resolved	
vae_candidate_000018	vae_candidate_000029	98	90	241.5	102	86	56	0.6511627906976745	0.8775510204081632	0.9555555555555556	0.5714285714285714	0.4285714285714286	resolved	
vae_candidate_000018	vae_candidate_000032	98	97	166.5	105	90	44	0.4888888888888889	0.9183673469387755	0.9278350515463918	0.4489795918367347	0.5510204081632653	resolved	
vae_candidate_000018	vae_candidate_000034	98	92	209.5	108	82	55	0.6707317073170732	0.8367346938775511	0.8913043478260869	0.5612244897959183	0.4387755102040817	resolved	
vae_candidate_000018	vae_candidate_000050	98	70	196.0	98	70	47	0.6714285714285714	0.7142857142857143	1.0	0.47959183673469385		unresolved	low_query_coverage
vae_candidate_000018	vae_candidate_000058	98	86	225.5	98	86	54	0.627906976744186	0.8775510204081632	1.0	0.5510204081632653	0.44897959183673475	resolved	
vae_candidate_000018	vae_candidate_000061	98	110	142.5	122	86	47	0.5465116279069767	0.8775510204081632	0.7818181818181819	0.42727272727272725		unresolved	low_target_coverage
vae_candidate_000018	vae_candidate_000065	98	81	229.5	102	77	55	0.7142857142857143	0.7857142857142857	0.9506172839506173	0.5612244897959183		unresolved	low_query_coverage
vae_candidate_000018	vae_candidate_000070	98	91	224.5	103	86	56	0.6511627906976745	0.8775510204081632	0.945054945054945	0.5714285714285714	0.4285714285714286	resolved	
vae_candidate_000018	vae_candidate_000088	98	101	229.5	104	95	56	0.5894736842105263	0.9693877551020408	0.9405940594059405	0.5544554455445545	0.4455445544554455	resolved	
vae_candidate_000018	vae_candidate_000090	98	93	249.5	107	84	57	0.6785714285714286	0.8571428571428571	0.9032258064516129	0.5816326530612245	0.41836734693877553	resolved	
vae_candidate_000018	vae_candidate_000095	98	121	215.0	124	95	58	0.6105263157894737	0.9693877551020408	0.7851239669421488	0.4793388429752066		unresolved	low_target_coverage
vae_candidate_000018	vae_candidate_000108	98	108	242.5	114	92	61	0.6630434782608695	0.9387755102040817	0.8518518518518519	0.5648148148148148	0.43518518518518523	resolved	
vae_candidate_000018	vae_candidate_000118	98	70	179.5	98	70	44	0.6285714285714286	0.7142857142857143	1.0	0.4489795918367347		unresolved	low_query_coverage
vae_candidate_000018	vae_candidate_000121	98	96	234.5	105	89	60	0.6741573033707865	0.9081632653061225	0.9270833333333334	0.6122448979591837	0.3877551020408163	resolved	
vae_candidate_000018	vae_candidate_000128	98	117	204.0	121	94	57	0.6063829787234043	0.9591836734693877	0.8034188034188035	0.48717948717948717	0.5128205128205128	resolved	
vae_candidate_000018	vae_candidate_000133	98	102	212.0	106	94	57	0.6063829787234043	0.9591836734693877	0.9215686274509803	0.5588235294117647	0.4411764705882353	resolved	
vae_candidate_000018	vae_candidate_000135	98	93	258.5	101	90	59	0.6555555555555556	0.9183673469387755	0.967741935483871	0.6020408163265306	0.3979591836734694	resolved	
vae_candidate_000018	vae_candidate_000136	98	95	210.0	106	87	54	0.6206896551724138	0.8877551020408163	0.9157894736842105	0.5510204081632653	0.44897959183673475	resolved	
vae_candidate_000018	vae_candidate_000140	98	108	180.0	123	83	52	0.6265060240963856	0.8469387755102041	0.7685185185185185	0.48148148148148145		unresolved	low_target_coverage
vae_candidate_000018	vae_candidate_000143	98	92	180.5	105	85	51	0.6	0.8673469387755102	0.9239130434782609	0.5204081632653061	0.47959183673469385	resolved	
vae_candidate_000018	vae_candidate_000149	98	121	255.0	125	94	60	0.6382978723404256	0.9591836734693877	0.7768595041322314	0.49586776859504134		unresolved	low_target_coverage
vae_candidate_000018	vae_candidate_000151	98	73	172.0	99	72	45	0.625	0.7346938775510204	0.9863013698630136	0.45918367346938777		unresolved	low_query_coverage
vae_candidate_000018	vae_candidate_000153	98	104	216.0	111	91	60	0.6593406593406593	0.9285714285714286	0.875	0.5769230769230769	0.42307692307692313	resolved	
vae_candidate_000018	vae_candidate_000157	98	99	245.0	107	90	59	0.6555555555555556	0.9183673469387755	0.9090909090909091	0.5959595959595959	0.4040404040404041	resolved	
