sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons
gen_36	100	True	False	False	False	True	0.12363957565715988	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_37	114	True	False	False	False	True	0.059938046672010824	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_38	106	True	False	False	False	True	0.10596718002782185	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_39	71	True	False	False	False	True	0.03153631033797765	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_40	136	True	False	False	False	True	0.04156627790692872	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_41	303	True	False	False	False	True	0.05598823335818925	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_42	84	True	False	False	False	True	0.021313950129047986	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_43	98	True	False	False	False	True	0.1593583986396247	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_44	70	True	False	False	False	True	0.02071532008066167	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_45	319	True	False	False	False	True	0.06245879784693757	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_46	96	True	False	False	False	True	0.053151754925967944	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_47	100	True	False	False	False	True	0.1638509016728043	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_48	347	True	False	False	False	True	0.06261698330655836	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_49	112	True	False	False	False	True	0.10630767824569043	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_50	306	True	False	False	False	True	0.04856060104051515	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_51	101	True	False	False	False	True	0.11812956907142735	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_52	103	True	False	False	False	True	0.10447819089125068	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_53	109	True	False	False	False	True	0.12228226395525982	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_54	109	True	False	False	False	True	0.12800959891425623	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_55	94	True	False	False	False	True	0.03689507919711334	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_56	103	True	False	False	False	True	0.05079058430175838	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_57	111	True	False	False	False	True	0.12915064733907525	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_58	104	True	False	False	False	True	0.052169721953445214	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_59	315	True	False	False	False	True	0.06039427114748856	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_60	106	True	False	False	False	True	0.1654093738257198	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_61	114	True	False	False	False	True	0.045527302011520755	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_62	84	True	False	False	False	True	0.08789804953160109	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_63	97	True	False	False	False	True	0.09814445251088927	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_64	490	True	False	False	False	True	0.0405804618788055	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_65	84	True	False	False	False	True	0.09666009598985806	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_66	94	True	False	False	False	True	0.09801632041019939	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_67	92	True	False	False	False	True	0.030018997127662067	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_68	145	True	False	False	False	True	0.03687893391855195	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_69	103	True	False	False	False	True	0.07490895018276257	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_70	107	True	False	False	False	True	0.1709710156339731	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_71	84	True	False	False	False	True	0.12714745317742465	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_72	512	True	False	False	False	True	0.04382465044740935	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_73	103	True	False	False	False	True	0.1316416817924004	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_74	103	True	False	False	False	True	0.10898645093218856	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_75	306	True	False	False	False	True	0.04261669893462823	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_76	155	True	False	False	False	True	0.05258141448321815	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_77	100	True	False	False	False	True	0.14493754691229083	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_78	105	True	False	False	False	True	0.184014951107781	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_79	112	True	False	False	False	True	0.09595616371549978	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_80	91	True	False	False	False	True	0.12492262071787699	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_81	93	True	False	False	False	True	0.13338397065897045	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_82	103	True	False	False	False	True	0.11153769639398689	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_83	84	True	False	False	False	True	0.10904318031594648	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_84	92	True	False	False	False	True	0.15353531650396424	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_85	104	True	False	False	False	True	0.12241618689328163	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_86	102	True	False	False	False	True	0.11429793372281981	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_87	104	True	False	False	False	True	0.1003106959691657	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_88	98	True	False	False	False	True	0.13735773290091502	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_89	96	True	False	False	False	True	0.13157007508558347	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_90	97	True	False	False	False	True	0.1329553452136168	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_91	83	True	False	False	False	True	0.13337700987223605	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_92	89	True	False	False	False	True	0.024207202744222438	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_93	266	True	False	False	False	True	0.0678087794391748	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_94	74	True	False	False	False	True	0.048375391099869006	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_95	104	True	False	False	False	True	0.07131533659328293	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_96	304	True	False	False	False	True	0.055041374182175806	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_97	136	True	False	False	False	True	0.035081557430436415	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_98	104	True	False	False	False	True	0.05700641997704596	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_99	114	True	False	False	False	True	0.0546463569623412	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_100	110	True	False	False	False	True	0.12962247223284473	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_101	71	True	False	False	False	True	0.039989760064265086	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_102	119	True	False	False	False	True	0.0815343922654645	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_103	98	True	False	False	False	True	0.09238953265590383	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_104	74	True	False	False	False	True	0.11199346107148966	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_105	341	True	False	False	False	True	0.02866221903138259	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_106	101	True	False	False	False	True	0.1498036700870761	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_107	98	True	False	False	False	True	0.16194575710932121	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_108	103	True	False	False	False	True	0.15502811193740873	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_109	86	True	False	False	False	True	0.028620441395519038	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_110	93	True	False	False	False	True	0.13093498371828816	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_111	110	True	False	False	False	True	0.1541049182099574	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_112	106	True	False	False	False	True	0.16870767146097407	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_113	301	True	False	False	False	True	0.0798829987940574	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_114	444	True	False	False	False	True	0.04011749899957874	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_115	127	True	False	False	False	True	0.06493435772427675	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_116	100	True	False	False	False	True	0.13051596613651872	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_117	103	True	False	False	False	True	0.07794038690642165	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_118	156	True	False	False	False	True	0.048286581327296255	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_119	337	True	False	False	False	True	0.09805252763941932	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_120	347	True	False	False	False	True	0.03384858591184675	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_121	114	True	False	False	False	True	0.1014289899426449	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_122	92	True	False	False	False	True	0.14883489691592391	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_123	120	True	False	False	False	True	0.035220136892528044	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_124	282	True	False	False	False	True	0.06624974946931234	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_125	114	True	False	False	False	True	0.05740601773852458	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_126	92	True	False	False	False	True	0.18166726226077495	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_127	114	True	False	False	False	True	0.045681204217545734	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_128	93	True	False	False	False	True	0.13258357714840294	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_129	73	True	False	False	False	True	0.1269155533852654	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_130	120	True	False	False	False	True	0.08245324201908699	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_131	94	True	False	False	False	True	0.10875426971657956	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_132	107	True	False	False	False	True	0.05705510102152471	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_133	106	True	False	False	False	True	0.11762706023719512	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_134	107	True	False	False	False	True	0.11893023946073294	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_135	98	True	False	False	False	True	0.11783451044456236	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_136	95	True	False	False	False	True	0.13493828858990792	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_137	93	True	False	False	False	True	0.16183448755477978	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_138	94	True	False	False	False	True	0.17356972266372828	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_139	91	True	False	False	False	True	0.09449113997223216	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_140	97	True	False	False	False	True	0.1421424015193465	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_141	94	True	False	False	False	True	0.11450915254037941	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_142	87	True	False	False	False	True	0.03050265490844615	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_143	112	True	False	False	False	True	0.1926389385659583	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_144	99	True	False	False	False	True	0.12082753320663536	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_145	91	True	False	False	False	True	0.13304197953051877	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_146	307	True	False	False	False	True	0.06868799768713077	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_147	97	True	False	False	False	True	0.1474719684109195	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_148	76	True	False	False	False	True	0.09642292546080186	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_149	87	True	False	False	False	True	0.15866899591988617	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_150	97	True	False	False	False	True	0.09103648753624566	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_151	92	True	False	False	False	True	0.1344274957418126	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_152	103	True	False	False	False	True	0.11441878726396201	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_153	107	True	False	False	False	True	0.13250757619159298	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_154	121	True	False	False	False	True	0.1122340689116001	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_155	98	True	False	False	False	True	0.16844193672891794	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_156	93	True	False	False	False	True	0.1732449543413283	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_157	104	True	False	False	False	True	0.08443095964843908	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_158	115	True	False	False	False	True	0.13403201133966614	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_159	114	True	False	False	False	True	0.10376201048479476	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_160	90	True	False	False	False	True	0.1311603434723748	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_161	70	True	False	False	False	True	0.02797606801549405	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_162	92	True	False	False	False	True	0.1356901459666375	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_163	96	True	False	False	False	True	0.13911604348166406	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_164	97	True	False	False	False	True	0.09998086295099108	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_165	91	True	False	False	False	True	0.10057185605605626	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_166	98	True	False	False	False	True	0.07545545350890767	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_167	512	True	False	False	False	True	0.13738567706216556	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_168	305	True	False	False	False	True	0.053353126438936194	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_169	119	True	False	False	False	True	0.1027517027731002	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_170	103	True	False	False	False	True	0.1331715810197901	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_171	92	True	False	False	False	True	0.1936585734213855	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_172	304	True	False	False	False	True	0.047559486587332486	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_173	86	True	False	False	False	True	0.014275134354205521	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_174	96	True	False	False	False	True	0.1627137390124612	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_175	101	True	False	False	False	True	0.12233374801053541	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_176	92	True	False	False	False	True	0.14208641462147067	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_177	125	True	False	False	False	True	0.11449491097644018	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_178	104	True	False	False	False	True	0.12299319792265506	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_179	87	True	False	False	False	True	0.031950487768901324	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_180	93	True	False	False	False	True	0.11963309600561411	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_181	106	True	False	False	False	True	0.12310587302985032	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_182	113	True	False	False	False	True	0.1282636089553741	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_183	97	True	False	False	False	True	0.13892076192635264	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_184	112	True	False	False	False	True	0.10988688958093942	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_185	299	True	False	False	False	True	0.06538273393206581	0.06061925601002585	True	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning
gen_186	395	True	False	False	False	True	0.05239635066420324	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_187	490	True	False	False	False	True	0.037286300881833226	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_188	482	True	False	False	False	True	0.03058365967024343	0.06061925601002585	False	True	False	[]	True	False	[]	False	length_above_maximum
gen_189	77	True	False	False	False	True	0.0867735883106383	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_190	97	True	False	False	False	True	0.12246411246148109	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_191	84	True	False	False	False	True	0.11393251160400931	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_192	90	True	False	False	False	True	0.1807487987727697	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_193	104	True	False	False	False	True	0.09703276866952532	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_194	99	True	False	False	False	True	0.021382965951341534	0.06061925601002585	False	True	False	[]	True	False	[]	True	
gen_195	84	True	False	False	False	True	0.07246981464857868	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_196	91	True	False	False	False	True	0.12274690085173035	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_197	97	True	False	False	False	True	0.09391409520965659	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_198	93	True	False	False	False	True	0.13860826009189287	0.06061925601002585	True	True	False	[]	True	False	[]	True	composition_outlier_warning
gen_199	120	True	False	False	False	True	0.03492641063896316	0.06061925601002585	False	True	False	[]	True	False	[]	True	
