gen_0	nat_4b6c3be4d3bf82e021a0	48	99	72	25	82	1	58	3.40e-27	90.9
gen_0	nat_2288f0ab5a9d37a453af	49	99	105	17	83	15	81	4.88e-27	91.7
gen_0	nat_0d23f52cf0ddbd815d88	54	99	117	4	78	8	94	5.89e-27	91.7
gen_0	nat_484ac7a0bdaa1bbf4ecd	51	99	107	2	83	8	91	6.14e-27	91.3
gen_0	nat_68a18df6d5d153ea5481	47	99	91	17	83	9	75	1.40e-26	90.1
gen_0	nat_6337f6ce48d2d053bb2c	50	99	119	5	83	8	89	2.66e-26	90.1
gen_0	nat_33c9d4d613592534daca	48	99	104	17	80	22	85	2.85e-26	89.7
gen_0	nat_a5f47ab07e6ff957de52	45	99	104	18	83	23	88	9.67e-26	88.2
gen_0	nat_a70182d8c535b764bc30	48	99	100	2	83	7	84	1.56e-25	87.8
gen_0	nat_4c1ba5fd81745b4e47ab	47	99	93	18	83	11	76	3.30e-25	86.7
gen_0	nat_3fd73c9a0c7c93f9f2b9	45	99	122	18	83	41	106	5.17e-25	87.0
gen_0	nat_730776f5e84cc9384165	45	99	117	18	83	36	101	1.29e-24	85.9
gen_0	nat_dabbd8af7a7c1bd7efa2	44	99	96	17	83	13	79	2.22e-24	84.7
gen_0	nat_2e144ce2e0ef46f92e42	44	99	92	18	82	11	75	2.40e-24	84.3
gen_0	nat_02fd8350edf1c6e15bae	49	99	103	4	83	3	87	2.78e-24	84.7
gen_0	nat_75c50ceb0577a7fdabd2	43	99	120	18	80	28	90	5.87e-24	84.3
gen_0	nat_099ee06bc3f1047a9b40	44	99	120	18	83	28	93	6.00e-24	84.3
gen_0	nat_6e7e127e6aabd3c6f5a8	44	99	91	17	83	12	78	1.15e-23	82.8
gen_0	nat_2be49069dec87643c3e5	44	99	103	18	83	17	82	1.31e-23	82.8
gen_0	nat_10a2bccfc68f5e531829	42	99	98	22	83	21	82	2.43e-23	82.0
gen_0	nat_f5417bd74b0ff41e1cb0	44	99	110	9	82	16	93	2.72e-23	82.4
gen_0	nat_93cf64215c7fbe783f27	41	99	97	18	82	12	76	3.10e-23	81.6
gen_0	nat_d78c925145ff9cdee9e2	45	99	97	8	80	2	76	4.12e-23	81.3
gen_0	nat_54a094b6383fa8729a8a	43	99	97	18	82	15	79	6.04e-23	80.9
gen_0	nat_8a100116ad2137c3e464	41	99	85	22	83	8	69	7.24e-23	80.5
gen_0	nat_ca24e4ec504822c5dfe9	43	99	95	18	83	13	78	8.76e-23	80.5
gen_0	nat_e78348e72525b9382660	44	99	102	17	80	21	84	2.79e-22	79.3
gen_0	nat_1e91833282be9f0bd4e2	42	99	98	17	80	13	76	4.47e-22	79.0
gen_0	nat_3d03178d5c86075982f0	42	99	121	18	80	40	102	6.78e-22	79.0
gen_0	nat_a7c4b092d8efa9ce79d5	41	99	103	18	82	22	86	1.19e-21	77.8
gen_0	nat_b1b4221c2360951d038d	38	99	94	17	83	15	81	3.34e-21	76.6
gen_0	nat_11a7d8a753fe9779c7c9	39	99	80	20	82	1	63	5.01e-21	75.5
gen_0	nat_af3d459664f55329d87d	40	99	97	18	83	17	82	6.36e-21	75.9
gen_0	nat_d8c8fefe6de77c17cf0b	39	99	115	18	81	32	95	9.30e-21	75.9
gen_0	nat_27b11d9136abefe457ee	40	99	118	20	83	42	105	1.44e-20	75.5
gen_0	nat_75a89740ad2cb7445378	39	99	97	20	80	18	78	2.30e-20	74.3
gen_0	nat_78f7cb5e56edc86d1b1c	40	99	109	18	83	28	93	3.11e-20	74.3
gen_0	nat_ecec43ec6ff0f46c3f32	40	99	105	22	83	28	89	4.10e-20	73.9
gen_0	nat_44777c3afedf76e72b09	36	99	119	18	79	37	98	4.32e-20	74.3
gen_0	nat_7c25847a55db32659928	37	99	106	18	80	10	72	6.44e-20	73.6
gen_0	nat_27a014e0508035f164ab	41	99	98	13	79	10	78	9.96e-20	72.8
gen_0	nat_b873f3b22ce8ca984966	48	99	97	17	83	15	81	2.42e-19	72.0
gen_0	nat_b7219ccdbb1a8cbc3860	32	99	94	15	83	13	81	1.49e-18	69.7
gen_0	nat_63fdb44f0206ff540bb1	49	99	96	17	83	15	81	1.69e-18	69.7
gen_0	nat_fef3284f3bbbf6a6d373	32	99	95	14	83	13	82	2.58e-18	69.3
gen_0	nat_cfdf01a7deeba973b055	36	99	118	3	83	25	105	1.09e-17	68.2
gen_0	nat_d73c23b69cd9d76397d0	39	99	95	5	80	8	78	1.24e-17	67.4
gen_0	nat_0f8d9d1627be026a1e6b	34	99	108	17	83	29	95	4.54e-17	66.2
gen_0	nat_715e7f41090a31cdf1ec	37	99	103	11	83	15	90	4.67e-17	66.2
gen_0	nat_c0bb6e35db076399a0b0	36	99	107	12	80	21	91	7.14e-17	65.9
gen_0	nat_e357eb27850d60387f0e	34	99	99	17	80	20	83	1.35e-16	65.1
gen_0	nat_28c6c4690e5d74f7dda0	32	99	94	17	83	15	81	2.62e-16	63.9
gen_0	nat_a17dbfe78e8ff3f30cdf	30	99	80	49	83	30	64	3.26e-15	60.8
gen_0	nat_2428f2a3ddc43e0b10ed	33	99	99	17	83	20	86	5.30e-15	60.8
gen_0	nat_026e3420597e6acb04ba	28	99	125	17	83	46	112	7.67e-15	61.2
gen_0	nat_2036d4845b8237f7e56c	30	99	92	34	82	27	75	2.30e-14	58.9
gen_0	nat_0f33d91bf20a5dfbff82	30	99	124	22	80	24	82	6.53e-14	58.5
gen_0	nat_5b46a6cc850e61a43326	27	99	105	10	65	17	74	7.20e-14	58.2
gen_0	nat_f886548319deb0533ee3	26	99	106	17	53	10	46	1.48e-12	54.7
gen_0	nat_82589630f5ae2d3f307c	24	99	107	18	80	8	70	1.70e-12	54.7
gen_0	nat_d11339e5575f1cf41503	23	99	107	18	80	8	70	2.56e-12	54.3
gen_0	nat_693ec0d594298d9459ad	28	99	77	14	76	4	65	4.86e-11	50.1
gen_0	nat_ca9b369882de345fd105	27	99	89	8	79	2	65	1.82e-10	48.9
gen_0	nat_ca058e965d65a8238480	27	99	105	18	83	9	74	2.78e-10	48.9
gen_0	nat_4d6fdbbe43a6a597d4b4	23	99	114	24	80	16	72	9.16e-10	47.8
gen_0	nat_b4afab7df9fb20b0f5db	26	99	89	8	79	2	65	1.69e-09	46.6
gen_0	nat_a7d49e90e07b90d64e4e	27	99	71	17	76	8	65	5.15e-09	44.7
gen_0	nat_13a8858106c206244ca2	25	99	111	24	75	15	66	1.44e-08	44.7
gen_0	nat_719ddebd2b5b980d36ce	18	99	106	19	61	9	51	2.19e-08	43.9
gen_0	nat_ebd57e3d076c8cc40548	22	99	89	18	53	4	37	5.45e-08	42.7
gen_0	nat_dc71d2c9e2ae6d8df31f	24	99	75	17	76	6	63	5.56e-08	42.4
gen_0	nat_ba3ce50a83eb19a0e206	22	99	113	24	77	16	69	5.74e-08	43.1
gen_0	nat_1eff08f7399a2c188eeb	26	99	93	30	79	3	58	8.76e-08	42.0
gen_0	nat_2a684226bc7fc883848d	26	99	71	17	76	8	65	9.95e-08	41.6
gen_0	nat_0d96b287dd19f0443d0b	25	99	71	17	76	8	65	1.07e-07	41.2
gen_0	nat_c24b0ac6128907419709	19	99	104	19	80	9	70	1.46e-07	41.6
gen_0	nat_8d605ff22811ab4235d7	18	99	87	28	80	1	53	2.08e-07	41.2
gen_0	nat_891be5bf182f6f47b42f	18	99	107	36	80	26	70	2.14e-07	41.6
gen_0	nat_36d058ce54845888ee10	21	99	127	40	82	64	106	4.60e-07	40.8
gen_0	nat_a44f859048f80cee9e81	22	99	124	40	82	39	81	4.90e-07	40.8
gen_0	nat_4148f2a81e7132b20b9f	24	99	114	19	80	7	68	7.20e-07	40.0
gen_0	nat_b6fc0c88601942e519e8	19	99	96	27	82	17	72	1.34e-06	39.3
gen_0	nat_b363302af55ca0deaf4a	18	99	102	16	80	6	70	2.80e-06	38.5
gen_0	nat_ce6587aeb16990c43df0	18	99	111	53	80	64	91	4.51e-06	38.1
gen_0	nat_e8cdf7701819b67c0045	17	99	121	19	76	9	66	7.24e-06	37.7
gen_0	nat_2fd75fe1ce765a30a2c2	20	99	104	19	75	9	65	8.63e-06	37.0
gen_0	nat_6392ee051886d826e69f	19	99	129	39	83	30	74	1.90e-05	36.6
gen_0	nat_a03c379cbf87f690f977	18	99	110	16	80	13	77	1.96e-05	36.2
gen_0	nat_9ad8adafd39e806bd787	17	99	95	39	80	30	71	2.21e-05	35.8
gen_0	nat_0d84dbf97ab2b46ef91f	18	99	113	39	83	31	75	2.52e-05	36.2
gen_0	nat_63b8d2c76b5087893a75	16	99	95	39	80	30	71	2.56e-05	35.8
gen_0	nat_7ec22aa305996fdcbbe6	17	99	114	39	80	31	72	2.95e-05	35.8
gen_0	nat_06bb445b6a5c2299edf7	18	99	119	39	83	32	76	3.05e-05	35.8
gen_0	nat_cacf90c6ca55636010b0	17	99	129	39	75	30	66	4.25e-05	35.8
gen_0	nat_ba3ba5496951fc0249d5	16	99	108	39	75	30	66	4.63e-05	35.4
gen_0	nat_a5ecf4f0152b64075fbe	23	99	107	19	80	9	70	5.34e-05	35.0
gen_0	nat_f993bd13f890ef7ea4b0	16	99	89	40	64	36	60	5.44e-05	34.7
gen_0	nat_155ff0e1a28c900ffd67	16	99	95	39	80	30	71	5.75e-05	34.7
gen_0	nat_75dc6e04d78110911214	16	99	108	39	80	30	71	6.88e-05	34.7
gen_0	nat_31e361e3c2b319df0670	22	99	109	19	80	9	70	7.74e-05	34.7
gen_0	nat_d861bfe11a962861f3d4	16	99	106	39	80	30	71	8.07e-05	34.7
gen_0	nat_86af9eceed0fad9d4e41	22	99	111	19	80	9	70	9.18e-05	34.7
gen_0	nat_14e9a67df0dd3e5aba86	22	99	111	19	80	9	70	9.87e-05	34.3
gen_0	nat_5a8e04fda20d0284fcf2	16	99	109	37	80	28	71	1.06e-04	34.3
gen_0	nat_343a5e4d559b5d15afdd	15	99	114	41	80	32	71	1.06e-04	34.3
gen_0	nat_b627cf2b1cd715426291	17	99	120	41	80	32	71	1.08e-04	34.3
gen_0	nat_fe204662a53e33e47edd	12	99	85	20	61	17	58	1.14e-04	33.9
gen_0	nat_581afdb2c32bf607da5a	15	99	109	37	80	28	71	1.26e-04	34.3
gen_0	nat_a016c083356c8037a132	16	99	104	33	81	23	71	1.31e-04	33.9
gen_0	nat_25c8b136d03361e120af	19	99	103	18	80	8	70	1.51e-04	33.9
gen_0	nat_2d3db8b8e0fa09ac51c5	18	99	117	33	80	23	70	1.84e-04	33.9
gen_0	nat_4d078b98a15dd30260b8	15	99	110	39	83	32	76	2.38e-04	33.5
gen_0	nat_64647356df86f4d6c504	16	99	105	39	80	30	71	2.69e-04	33.1
gen_0	nat_167bf66cb53e9339f788	17	99	116	33	75	23	65	2.83e-04	33.1
gen_0	nat_47659eab3f77d326e707	15	99	118	39	68	30	59	2.95e-04	33.1
gen_0	nat_23973d3194845969e917	16	99	115	37	80	28	71	3.07e-04	33.1
gen_0	nat_1c074545fa887812c40d	15	99	105	39	75	30	66	4.28e-04	32.7
gen_0	nat_bb2d656c6c5518eb0448	16	99	109	39	80	29	70	5.25e-04	32.3
gen_0	nat_bf1b71832bbade3da9f4	16	99	118	19	80	9	70	6.83e-04	32.3
gen_0	nat_8a38fd6e94c52ecb3e00	16	99	119	40	83	33	76	0.001	32.0
gen_0	nat_b25f81ae8808e6ebc176	16	99	104	41	80	32	71	0.001	31.6
gen_1	nat_63271297f6b3d9d8c243	61	104	87	20	88	3	71	1.13e-28	95.5
gen_1	nat_b94c6e496a778f2f3d21	58	104	94	18	88	8	78	7.28e-26	88.6
gen_1	nat_fd79a669594ad1a1ef23	57	104	120	18	88	35	105	2.97e-25	87.8
gen_1	nat_f9fd8306d74bf30082b9	58	104	106	18	87	19	88	5.20e-25	86.7
gen_1	nat_eb0256b251c333362463	57	104	89	20	88	3	71	5.40e-25	86.3
gen_1	nat_e11f8f5f145076b46b27	55	104	89	20	88	3	71	6.36e-25	85.9
gen_1	nat_538664c2c899a02c8b5c	58	104	87	20	88	3	71	2.52e-24	84.3
gen_1	nat_6a2caa9d644a05b1fa76	57	104	94	20	88	10	78	1.30e-23	82.8
gen_1	nat_2730dab12de0ce3ce325	57	104	92	18	88	7	77	6.41e-23	80.9
gen_1	nat_ea1a3849db68d6f82cc1	54	104	84	20	88	3	71	1.76e-22	79.7
gen_1	nat_f34c21bef9d83be311ab	54	104	88	20	88	3	71	4.06e-22	79.0
gen_1	nat_829e22f860a4267265e7	53	104	113	20	88	25	93	7.06e-22	79.0
gen_1	nat_a70b192b6451eefede4e	54	104	118	18	85	32	99	9.06e-22	79.0
gen_1	nat_9bea7cdc12e000d2c3ea	50	104	130	18	86	31	99	2.61e-20	75.5
gen_1	nat_8e116b0b90509f56bbdd	50	104	107	21	85	27	91	3.03e-20	74.7
gen_1	nat_feb7854d969d6d554dbd	53	104	91	18	85	5	72	3.45e-20	73.9
gen_1	nat_db306f3f0b6bb11db8ba	54	104	98	18	87	9	78	3.67e-20	74.3
gen_1	nat_b0c47871cce8c048b264	52	104	129	21	85	44	108	3.89e-20	75.1
gen_1	nat_4b6c3be4d3bf82e021a0	38	104	72	41	88	12	59	4.87e-20	73.2
gen_1	nat_590b75b8f97f712b8c55	50	104	95	18	88	9	79	5.08e-20	73.6
gen_1	nat_63fdb44f0206ff540bb1	54	104	96	19	88	10	81	1.26e-19	72.8
gen_1	nat_6ab76c5d4defe2738feb	52	104	112	21	86	29	94	2.05e-19	72.8
gen_1	nat_a0d0faf59b37918c6cc5	52	104	101	21	86	17	82	2.07e-19	72.4
gen_1	nat_84154a5781d07c8500ca	50	104	94	18	88	8	78	2.74e-19	72.0
gen_1	nat_cfa34f1163e468c3993c	49	104	124	20	88	40	108	3.46e-19	72.4
gen_1	nat_a5f47ab07e6ff957de52	48	104	104	18	88	18	88	4.25e-19	71.6
gen_1	nat_06821e5fc5c34d708729	51	104	88	20	88	7	75	9.75e-19	70.1
gen_1	nat_6337f6ce48d2d053bb2c	48	104	119	18	88	19	89	1.08e-18	70.9
gen_1	nat_2e144ce2e0ef46f92e42	50	104	92	18	87	6	75	1.40e-18	70.1
gen_1	nat_8b742b78955bcae0068d	48	104	94	18	88	8	78	2.39e-18	69.3
gen_1	nat_730776f5e84cc9384165	48	104	117	20	88	33	101	3.80e-18	69.7
gen_1	nat_2288f0ab5a9d37a453af	51	104	105	19	88	10	81	4.61e-18	68.9
gen_1	nat_3fd73c9a0c7c93f9f2b9	47	104	122	20	88	38	106	6.07e-18	69.3
gen_1	nat_68a18df6d5d153ea5481	49	104	91	19	88	4	75	7.08e-18	68.2
gen_1	nat_b873f3b22ce8ca984966	47	104	97	21	88	14	81	9.80e-18	67.8
gen_1	nat_1f59c5fb58b4377ef820	46	104	130	18	85	40	107	1.14e-17	68.6
gen_1	nat_675665fb4942fba8ca99	48	104	102	20	88	18	86	1.21e-17	67.8
gen_1	nat_deedd3a1889aa71dd6b8	46	104	130	18	85	40	107	1.76e-17	68.2
gen_1	nat_099ee06bc3f1047a9b40	47	104	120	18	88	23	93	2.44e-17	67.4
gen_1	nat_0d23f52cf0ddbd815d88	47	104	117	21	83	32	94	2.76e-17	67.4
gen_1	nat_93cf64215c7fbe783f27	44	104	97	18	87	7	76	3.53e-17	66.6
gen_1	nat_75c50ceb0577a7fdabd2	45	104	120	18	85	23	90	3.84e-17	67.0
gen_1	nat_484ac7a0bdaa1bbf4ecd	47	104	107	20	88	23	91	1.63e-16	65.1
gen_1	nat_10a2bccfc68f5e531829	46	104	98	18	88	12	82	3.50e-16	63.9
gen_1	nat_02fd8350edf1c6e15bae	46	104	103	18	88	17	87	3.63e-16	63.9
gen_1	nat_a7c4b092d8efa9ce79d5	43	104	103	21	87	20	86	3.67e-16	63.9
gen_1	nat_dabbd8af7a7c1bd7efa2	45	104	96	21	88	12	79	4.09e-16	63.9
gen_1	nat_54a094b6383fa8729a8a	45	104	97	18	87	10	79	4.11e-16	63.9
gen_1	nat_4c1ba5fd81745b4e47ab	47	104	93	20	88	8	76	6.06e-16	63.2
gen_1	nat_f5417bd74b0ff41e1cb0	45	104	110	19	88	23	94	8.67e-16	63.2
gen_1	nat_a70182d8c535b764bc30	32	104	100	41	88	37	84	9.86e-16	62.8
gen_1	nat_8a100116ad2137c3e464	43	104	85	20	88	1	69	3.36e-15	61.2
gen_1	nat_6e7e127e6aabd3c6f5a8	43	104	91	22	88	12	78	1.36e-14	59.7
gen_1	nat_3d03178d5c86075982f0	47	104	121	19	85	34	102	1.38e-14	60.5
gen_1	nat_a17dbfe78e8ff3f30cdf	29	104	80	54	88	30	64	2.10e-14	58.9
gen_1	nat_7c25847a55db32659928	40	104	106	18	85	5	72	2.16e-14	59.7
gen_1	nat_d78c925145ff9cdee9e2	43	104	97	18	85	9	76	3.49e-14	58.9
gen_1	nat_ca24e4ec504822c5dfe9	42	104	95	18	88	8	78	4.18e-14	58.5
gen_1	nat_33c9d4d613592534daca	44	104	104	21	85	21	85	5.44e-14	58.5
gen_1	nat_2be49069dec87643c3e5	41	104	103	18	88	12	82	9.13e-14	58.2
gen_1	nat_b1b4221c2360951d038d	40	104	94	18	88	11	81	1.80e-13	57.0
gen_1	nat_11a7d8a753fe9779c7c9	37	104	80	25	88	1	64	4.06e-13	55.8
gen_1	nat_1e91833282be9f0bd4e2	43	104	98	20	85	11	76	4.48e-13	56.2
gen_1	nat_27b11d9136abefe457ee	45	104	118	19	88	34	105	5.75e-13	56.2
gen_1	nat_78f7cb5e56edc86d1b1c	41	104	109	21	88	26	93	9.12e-13	55.5
gen_1	nat_d8c8fefe6de77c17cf0b	38	104	115	18	86	27	95	9.53e-13	55.5
gen_1	nat_75a89740ad2cb7445378	43	104	97	19	85	10	78	1.20e-12	55.1
gen_1	nat_2036d4845b8237f7e56c	27	104	92	41	88	29	76	2.10e-12	54.3
gen_1	nat_af3d459664f55329d87d	38	104	97	21	88	15	82	3.75e-12	53.5
gen_1	nat_e78348e72525b9382660	44	104	102	20	85	19	84	4.87e-12	53.5
gen_1	nat_44777c3afedf76e72b09	38	104	119	18	84	32	98	1.70e-11	52.4
gen_1	nat_27a014e0508035f164ab	26	104	98	41	84	35	78	4.42e-11	50.8
gen_1	nat_ecec43ec6ff0f46c3f32	43	104	105	18	88	19	89	4.46e-11	51.2
gen_1	nat_e357eb27850d60387f0e	36	104	99	18	83	16	81	3.58e-10	48.5
gen_1	nat_0f8d9d1627be026a1e6b	35	104	108	18	88	25	95	4.31e-10	48.5
gen_1	nat_c0bb6e35db076399a0b0	34	104	107	18	85	24	91	7.36e-10	48.1
gen_1	nat_fef3284f3bbbf6a6d373	34	104	95	18	88	12	82	1.07e-09	47.4
gen_1	nat_b7219ccdbb1a8cbc3860	22	104	94	41	88	34	81	1.17e-09	47.0
gen_1	nat_d73c23b69cd9d76397d0	35	104	95	18	85	11	78	1.85e-09	46.6
gen_1	nat_28c6c4690e5d74f7dda0	34	104	94	18	85	11	78	2.37e-09	46.2
gen_1	nat_0f33d91bf20a5dfbff82	22	104	124	41	85	38	82	1.19e-08	45.1
gen_1	nat_715e7f41090a31cdf1ec	24	104	103	41	88	43	90	1.62e-08	44.3
gen_1	nat_cfdf01a7deeba973b055	20	104	118	41	85	58	102	3.37e-08	43.9
gen_1	nat_36d058ce54845888ee10	22	104	127	45	87	64	106	3.94e-08	43.9
gen_1	nat_ca9b369882de345fd105	21	104	89	42	84	23	65	6.91e-08	42.4
gen_1	nat_026e3420597e6acb04ba	29	104	125	18	88	42	112	8.67e-08	42.7
gen_1	nat_2428f2a3ddc43e0b10ed	35	104	99	20	88	18	86	1.46e-07	42.0
gen_1	nat_a44f859048f80cee9e81	23	104	124	45	87	39	81	1.60e-07	42.4
gen_1	nat_693ec0d594298d9459ad	20	104	77	41	80	25	64	2.80e-07	40.4
gen_1	nat_d11339e5575f1cf41503	17	104	107	41	85	26	70	6.04e-07	40.4
gen_1	nat_b4afab7df9fb20b0f5db	20	104	89	42	84	23	65	6.33e-07	40.0
gen_1	nat_891be5bf182f6f47b42f	17	104	107	41	85	26	70	1.00e-06	39.7
gen_1	nat_5b46a6cc850e61a43326	27	104	105	18	70	22	74	2.05e-06	38.9
gen_1	nat_1eff08f7399a2c188eeb	21	104	93	47	84	20	58	2.33e-06	38.5
gen_1	nat_82589630f5ae2d3f307c	17	104	107	41	87	26	72	6.77e-06	37.7
gen_1	nat_ce6587aeb16990c43df0	18	104	111	58	85	64	91	2.28e-05	36.2
gen_1	nat_9ad8adafd39e806bd787	17	104	95	44	85	30	71	2.69e-05	35.8
gen_1	nat_63b8d2c76b5087893a75	16	104	95	44	85	30	71	3.97e-05	35.4
gen_1	nat_a7d49e90e07b90d64e4e	21	104	71	41	80	27	64	5.47e-05	34.7
gen_1	nat_d861bfe11a962861f3d4	17	104	106	44	85	30	71	7.73e-05	34.7
gen_1	nat_155ff0e1a28c900ffd67	19	104	95	44	81	30	70	8.00e-05	34.7
gen_1	nat_75dc6e04d78110911214	16	104	108	44	85	30	71	1.53e-04	33.9
gen_1	nat_ba3ba5496951fc0249d5	16	104	108	44	80	30	66	1.67e-04	33.9
gen_1	nat_1c074545fa887812c40d	16	104	105	44	80	30	66	2.00e-04	33.5
gen_1	nat_cacf90c6ca55636010b0	16	104	129	44	80	30	66	2.04e-04	33.9
gen_1	nat_47659eab3f77d326e707	16	104	118	44	83	30	69	2.05e-04	33.9
gen_1	nat_5a8e04fda20d0284fcf2	15	104	109	42	85	28	71	2.43e-04	33.5
gen_1	nat_0d84dbf97ab2b46ef91f	16	104	113	44	80	31	67	2.61e-04	33.5
gen_1	nat_343a5e4d559b5d15afdd	15	104	114	46	85	32	71	2.61e-04	33.5
gen_1	nat_6392ee051886d826e69f	18	104	129	44	88	30	74	2.76e-04	33.5
gen_1	nat_581afdb2c32bf607da5a	14	104	109	42	85	28	71	2.84e-04	33.5
gen_1	nat_06bb445b6a5c2299edf7	18	104	119	44	88	32	76	2.97e-04	33.5
gen_1	nat_8d605ff22811ab4235d7	15	104	87	41	85	9	53	3.24e-04	32.7
gen_1	nat_64647356df86f4d6c504	17	104	105	44	85	30	71	3.46e-04	33.1
gen_1	nat_f993bd13f890ef7ea4b0	15	104	89	45	69	36	60	3.49e-04	32.7
gen_1	nat_23973d3194845969e917	15	104	115	42	85	28	71	4.33e-04	32.7
gen_1	nat_4d6fdbbe43a6a597d4b4	15	104	114	44	85	31	72	4.60e-04	32.7
gen_1	nat_4d078b98a15dd30260b8	15	104	110	44	88	32	76	4.71e-04	32.7
gen_1	nat_2a684226bc7fc883848d	20	104	71	41	80	27	64	0.001	31.2
gen_1	nat_00945445101ba336d3c1	15	104	114	44	80	31	67	0.001	32.0
gen_2	nat_d23e6b0adfb19eead32f	290	345	341	1	340	1	340	0.0	556
gen_2	nat_57de1110f76cb7585ea6	287	345	342	1	339	1	340	0.0	547
gen_2	nat_e4d6b9ad56566b42a4c4	287	345	341	1	340	1	340	0.0	545
gen_2	nat_730d7f63f027c2f47c64	280	345	341	1	340	1	340	0.0	545
gen_2	nat_072b8a0fb869a02fb8e6	281	345	341	1	331	1	328	0.0	541
gen_2	nat_9e67050098c24dc02b8b	282	345	341	1	340	1	340	0.0	539
gen_2	nat_0ffe4c96f384bc26e46f	288	345	344	1	339	1	342	0.0	539
gen_2	nat_36525a396ff8e915d5de	280	345	344	1	339	1	342	0.0	538
gen_2	nat_30f539eae643260be2b6	274	345	341	1	331	1	328	0.0	537
gen_2	nat_24b99f830476486373ab	277	345	344	1	340	1	343	0.0	531
gen_2	nat_e6bc7525d975c8d5aa4c	279	345	345	1	340	1	344	0.0	529
gen_2	nat_1d68b0ae440f12a024ed	275	345	345	1	340	1	344	0.0	528
gen_2	nat_b8a61985532eb6a4d522	280	345	340	1	340	1	339	0.0	528
gen_2	nat_f9c45289a7ec08ecb250	273	345	340	4	340	3	339	0.0	527
gen_2	nat_36383c82d3220b285469	278	345	343	1	340	1	342	0.0	527
gen_2	nat_80c85ed17fcf3c736f53	272	345	341	1	338	1	338	0.0	524
gen_2	nat_37912e3e9ceb53157c77	277	345	339	1	339	1	337	0.0	523
gen_2	nat_85ca2d98e8a274cbc379	276	345	345	1	340	1	344	0.0	523
gen_2	nat_4351e558ca68e5207687	276	345	347	1	340	1	346	0.0	523
gen_2	nat_de771819ead074f05b72	276	345	345	1	340	1	344	0.0	522
gen_2	nat_4857aa4c0603f58a1c7c	270	345	345	1	332	1	334	0.0	521
gen_2	nat_0dd4687d87d6519707f4	274	345	341	1	339	1	339	0.0	521
gen_2	nat_ce8a5962c7443a821eeb	267	345	343	1	332	1	332	0.0	520
gen_2	nat_f864a12904c8dbc79075	272	345	340	1	340	1	339	0.0	517
gen_2	nat_2d7e014ee741540328f0	271	345	340	1	340	1	339	0.0	517
gen_2	nat_7f0e9e38f80486cab386	263	345	339	4	326	3	321	0.0	514
gen_2	nat_c154082ef8c2ddea34f1	277	345	342	1	340	1	341	0.0	513
gen_2	nat_3b38714f6cbc7137424f	262	345	339	1	327	1	323	0.0	512
gen_2	nat_454d9bcaa48f9d42f3d8	265	345	352	1	325	1	326	0.0	512
gen_2	nat_bb5d60a7fcaf05654140	271	345	340	1	340	1	339	0.0	510
