sequence_id	pool	accession	accession_base	model_name	env_start_1based	env_end_1based	bit_score	i_evalue	hmm_start_1based	hmm_end_1based	hmm_length	hmm_span_fraction	reference_sequences_with_accession
vae_candidate_000032	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	14	52	42.876399993896484	2.9657116089704724e-12	1	39	39	1.0	346
vae_candidate_000034	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	8	46	59.200748443603516	2.349841124132733e-17	1	39	39	1.0	346
vae_candidate_000035	excluded	PF00741.24	PF00741	Gas_vesicle	12	47	33.809715270996094	2.019848427921377e-09	1	29	39	0.7435897435897436	346
vae_candidate_000037	excluded	PF00741.24	PF00741	Gas_vesicle	11	47	43.287132263183594	2.206895850107228e-12	1	35	39	0.8974358974358975	346
vae_candidate_000040	excluded	PF00741.24	PF00741	Gas_vesicle	84	120	45.43214416503906	4.715208440990838e-13	5	39	39	0.8974358974358975	346
vae_candidate_000041	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	11	49	55.69364547729492	2.930559197048392e-16	1	39	39	1.0	346
vae_candidate_000043	excluded	PF00741.24	PF00741	Gas_vesicle	67	105	58.36574935913086	4.2851100642851856e-17	1	39	39	1.0	346
vae_candidate_000044	excluded	PF00741.24	PF00741	Gas_vesicle	12	47	51.44469451904297	6.232722538872146e-15	1	39	39	1.0	346
vae_candidate_000045	excluded	PF00741.24	PF00741	Gas_vesicle	21	59	45.209320068359375	5.535154677667243e-13	1	39	39	1.0	346
vae_candidate_000046	excluded	PF00741.24	PF00741	Gas_vesicle	20	59	46.27091598510742	2.5786862040623813e-13	1	39	39	1.0	346
vae_candidate_000047	excluded	PF00741.24	PF00741	Gas_vesicle	14	39	33.324867248535156	2.8630294396163526e-09	1	24	39	0.6153846153846154	346
vae_candidate_000050	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	49	57.067970275878906	1.0901759610374946e-16	1	39	39	1.0	346
vae_candidate_000056	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	57.42833709716797	8.411779819269555e-17	1	39	39	1.0	346
vae_candidate_000057	excluded	PF00741.24	PF00741	Gas_vesicle	32	70	58.56930160522461	3.7013082235659936e-17	1	39	39	1.0	346
vae_candidate_000058	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	58.689170837402344	3.395455854870142e-17	1	39	39	1.0	346
vae_candidate_000061	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	19	57	46.35057830810547	2.4350356900378533e-13	1	39	39	1.0	346
vae_candidate_000062	excluded	PF00741.24	PF00741	Gas_vesicle	8	41	31.887840270996094	8.051431652448926e-09	1	28	39	0.717948717948718	346
vae_candidate_000063	excluded	PF00741.24	PF00741	Gas_vesicle	12	45	37.388545989990234	1.538129986848325e-10	1	28	39	0.717948717948718	346
vae_candidate_000064	excluded	PF00741.24	PF00741	Gas_vesicle	21	59	53.29447937011719	1.6468363705204309e-15	1	39	39	1.0	346
vae_candidate_000065	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	51	52.61185836791992	2.6912762976242607e-15	1	39	39	1.0	346
vae_candidate_000067	excluded	PF00741.24	PF00741	Gas_vesicle	13	39	33.032958984375	3.5321760830530327e-09	1	25	39	0.6410256410256411	346
vae_candidate_000068	excluded	PF00741.24	PF00741	Gas_vesicle	19	58	39.60593032836914	3.1195855562797744e-11	5	36	39	0.8205128205128205	346
vae_candidate_000069	excluded	PF00741.24	PF00741	Gas_vesicle	29	63	32.59278869628906	4.848287010495722e-09	2	36	39	0.8974358974358975	346
vae_candidate_000070	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	8	46	60.03083801269531	1.2931507663224644e-17	1	39	39	1.0	346
vae_candidate_000072	excluded	PF00741.24	PF00741	Gas_vesicle	17	47	28.350082397460938	1.0265125501898914e-07	1	29	39	0.7435897435897436	346
vae_candidate_000072	excluded	PF00741.24	PF00741	Gas_vesicle	47	80	43.357662200927734	2.0976952385264656e-12	6	39	39	0.8717948717948718	346
vae_candidate_000082	excluded	PF00741.24	PF00741	Gas_vesicle	27	62	29.56155776977539	4.2933681852381093e-08	3	32	39	0.7692307692307693	346
vae_candidate_000085	excluded	PF00741.24	PF00741	Gas_vesicle	13	51	32.10166931152344	6.903273056995865e-09	1	35	39	0.8974358974358975	346
vae_candidate_000087	excluded	PF00741.24	PF00741	Gas_vesicle	12	48	50.030181884765625	1.7246053490053852e-14	5	39	39	0.8974358974358975	346
vae_candidate_000088	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	52	43.792694091796875	1.5339177787831024e-12	1	39	39	1.0	346
vae_candidate_000089	excluded	PF00741.24	PF00741	Gas_vesicle	14	52	51.89597702026367	4.504633208420539e-15	1	39	39	1.0	346
vae_candidate_000090	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	59.124881744384766	2.4816789435246898e-17	1	39	39	1.0	346
vae_candidate_000091	excluded	PF00741.24	PF00741	Gas_vesicle	11	48	46.71149444580078	1.8781270757187756e-13	1	39	39	1.0	346
vae_candidate_000092	excluded	PF00741.24	PF00741	Gas_vesicle	11	49	56.718074798583984	1.402274974655245e-16	1	39	39	1.0	346
vae_candidate_000093	excluded	PF00741.24	PF00741	Gas_vesicle	44	88	25.81427574157715	6.364468466145138e-07	2	36	39	0.8974358974358975	346
vae_candidate_000094	excluded	PF00741.24	PF00741	Gas_vesicle	12	47	38.80211639404297	5.562570594934415e-11	5	36	39	0.8205128205128205	346
vae_candidate_000095	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	49	53.198795318603516	1.7642094429800574e-15	1	39	39	1.0	346
vae_candidate_000096	excluded	PF00741.24	PF00741	Gas_vesicle	17	50	37.54915237426758	1.3702701128518675e-10	9	39	39	0.7948717948717948	346
vae_candidate_000098	excluded	PF00741.24	PF00741	Gas_vesicle	10	48	49.13261413574219	3.2897650981437236e-14	1	39	39	1.0	346
vae_candidate_000099	excluded	PF00741.24	PF00741	Gas_vesicle	10	46	50.85191345214844	9.547993799793002e-15	1	31	39	0.7948717948717948	346
vae_candidate_000100	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	49.54462432861328	2.445786139559083e-14	1	38	39	0.9743589743589743	346
vae_candidate_000107	excluded	PF00741.24	PF00741	Gas_vesicle	10	49	50.57221603393555	1.167650774023306e-14	1	39	39	1.0	346
vae_candidate_000108	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	13	49	49.34149932861328	2.8306860285542393e-14	1	39	39	1.0	346
vae_candidate_000110	excluded	PF00741.24	PF00741	Gas_vesicle	9	47	25.805339813232422	6.405521152748755e-07	13	39	39	0.6923076923076923	346
vae_candidate_000112	excluded	PF00741.24	PF00741	Gas_vesicle	38	69	40.9040412902832	1.2259099621258599e-11	9	39	39	0.7948717948717948	346
vae_candidate_000113	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	13	51	54.2436637878418	8.318517408092033e-16	1	39	39	1.0	346
vae_candidate_000113	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	53	86	49.38908004760742	2.7354167956612318e-14	7	39	39	0.8461538461538461	346
vae_candidate_000114	excluded	PF00741.24	PF00741	Gas_vesicle	26	62	45.115901947021484	5.919995656949896e-13	5	39	39	0.8974358974358975	346
vae_candidate_000115	excluded	PF00741.24	PF00741	Gas_vesicle	52	90	58.478912353515625	3.95003011535933e-17	1	39	39	1.0	346
vae_candidate_000116	excluded	PF00741.24	PF00741	Gas_vesicle	36	74	55.79441833496094	2.725590694496899e-16	1	39	39	1.0	346
vae_candidate_000117	excluded	PF00741.24	PF00741	Gas_vesicle	11	44	50.99308776855469	8.625762103182389e-15	1	33	39	0.8461538461538461	346
vae_candidate_000118	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	10	48	56.986366271972656	1.1561029530632185e-16	1	39	39	1.0	346
vae_candidate_000120	excluded	PF00741.24	PF00741	Gas_vesicle	23	61	50.81411361694336	9.81124125860993e-15	1	36	39	0.9230769230769231	346
vae_candidate_000121	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	49	52.313720703125	3.335196324799491e-15	1	39	39	1.0	346
vae_candidate_000123	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	50.4710807800293	1.2557872666256568e-14	1	39	39	1.0	346
vae_candidate_000125	excluded	PF00741.24	PF00741	Gas_vesicle	25	63	49.718467712402344	2.1582178548543784e-14	5	39	39	0.8974358974358975	346
vae_candidate_000126	excluded	PF00741.24	PF00741	Gas_vesicle	9	47	57.893802642822266	6.017797485319634e-17	1	39	39	1.0	346
vae_candidate_000127	excluded	PF00741.24	PF00741	Gas_vesicle	13	47	33.66800308227539	2.2366679209309688e-09	8	39	39	0.8205128205128205	346
vae_candidate_000128	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	10	48	56.07541275024414	2.22666306019257e-16	1	39	39	1.0	346
vae_candidate_000129	excluded	PF00741.24	PF00741	Gas_vesicle	17	55	58.49952697753906	3.891873142269718e-17	1	39	39	1.0	346
vae_candidate_000130	excluded	PF00741.24	PF00741	Gas_vesicle	10	48	60.55146408081055	8.891234764871181e-18	1	39	39	1.0	346
vae_candidate_000133	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	10	48	52.1734504699707	3.689381319801339e-15	1	39	39	1.0	346
vae_candidate_000135	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	55.57079315185547	3.201399182946004e-16	1	39	39	1.0	346
vae_candidate_000136	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	8	46	57.05633544921875	1.0993406659655834e-16	1	39	39	1.0	346
vae_candidate_000137	excluded	PF00741.24	PF00741	Gas_vesicle	13	51	58.9264030456543	2.862641249278779e-17	1	39	39	1.0	346
vae_candidate_000138	excluded	PF00741.24	PF00741	Gas_vesicle	16	45	30.94171714782715	1.590453684186138e-08	1	24	39	0.6153846153846154	346
vae_candidate_000139	excluded	PF00741.24	PF00741	Gas_vesicle	124	163	44.30864715576172	1.058218218383315e-12	1	39	39	1.0	346
vae_candidate_000140	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	28	67	44.522342681884766	9.074002543783937e-13	1	39	39	1.0	346
vae_candidate_000141	excluded	PF00741.24	PF00741	Gas_vesicle	24	62	57.86125564575195	6.160386632525564e-17	1	39	39	1.0	346
vae_candidate_000143	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	45	42.445213317871094	4.04452628371026e-12	8	39	39	0.8205128205128205	346
vae_candidate_000149	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	10	48	55.839805603027344	2.6380186588173003e-16	1	39	39	1.0	346
vae_candidate_000150	excluded	PF00741.24	PF00741	Gas_vesicle	16	54	57.28302764892578	9.338878155028597e-17	1	39	39	1.0	346
vae_candidate_000151	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	15	51	55.08271789550781	4.548365119893662e-16	3	39	39	0.9487179487179487	346
vae_candidate_000153	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	14	47	41.908626556396484	5.950345732112055e-12	8	39	39	0.8205128205128205	346
vae_candidate_000156	excluded	PF00741.24	PF00741	Gas_vesicle	28	66	45.07452392578125	6.098897566175099e-13	2	39	39	0.9743589743589743	346
vae_candidate_000157	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	57.07418441772461	1.0853124481532307e-16	1	39	39	1.0	346
vae_candidate_000160	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	58.37437438964844	4.2585995237770595e-17	1	39	39	1.0	346
vae_candidate_000161	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	24	55	34.348548889160156	1.3706991287481677e-09	8	39	39	0.8205128205128205	346
vae_candidate_000163	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	12	47	27.829357147216797	1.4930774632289545e-07	1	36	39	0.9230769230769231	346
vae_candidate_000165	excluded	PF00741.24	PF00741	Gas_vesicle	24	54	25.245628356933594	9.581976351075609e-07	9	39	39	0.7948717948717948	346
vae_candidate_000167	excluded	PF00741.24	PF00741	Gas_vesicle	16	54	43.9464111328125	1.373308265306569e-12	1	39	39	1.0	346
vae_candidate_000169	excluded	PF00741.24	PF00741	Gas_vesicle	9	47	53.99892044067383	9.920286176409865e-16	1	39	39	1.0	346
vae_candidate_000170	excluded	PF00741.24	PF00741	Gas_vesicle	11	46	43.392173767089844	2.046247187873613e-12	1	34	39	0.8717948717948718	346
vae_candidate_000171	excluded	PF00741.24	PF00741	Gas_vesicle	38	76	29.62506866455078	4.101587903932306e-08	6	39	39	0.8717948717948718	346
vae_candidate_000172	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	9	47	54.72934341430664	5.865148791553214e-16	1	39	39	1.0	346
vae_candidate_000176	excluded	PF00741.24	PF00741	Gas_vesicle	20	48	35.167110443115234	7.605978848349084e-10	1	28	39	0.717948717948718	346
vae_candidate_000178	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	60.30576705932617	1.0610561232460564e-17	1	39	39	1.0	346
vae_candidate_000179	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	55.935611724853516	2.4622946733125867e-16	1	39	39	1.0	346
vae_candidate_000180	excluded	PF00741.24	PF00741	Gas_vesicle	13	49	40.67882537841797	1.4415670358441931e-11	1	31	39	0.7948717948717948	346
vae_candidate_000181	excluded	PF00741.24	PF00741	Gas_vesicle	81	117	34.09223175048828	1.6483029167024362e-09	1	33	39	0.8461538461538461	346
vae_candidate_000182	excluded	PF00741.24	PF00741	Gas_vesicle	19	57	35.13581466674805	7.779192684494661e-10	1	36	39	0.9230769230769231	346
vae_candidate_000184	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	24	59	45.21284103393555	5.521149636534838e-13	5	39	39	0.8974358974358975	346
vae_candidate_000186	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	57.72837448120117	6.778461728441049e-17	1	39	39	1.0	346
vae_candidate_000187	excluded	PF00741.24	PF00741	Gas_vesicle	23	53	32.1617317199707	6.6112950183222484e-09	9	36	39	0.717948717948718	346
vae_candidate_000191	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	48	45.756370544433594	3.734096048537976e-13	6	39	39	0.8717948717948718	346
vae_candidate_000192	excluded	PF00741.24	PF00741	Gas_vesicle	19	57	47.182865142822266	1.3379176501630981e-13	1	37	39	0.9487179487179487	346
vae_candidate_000194	excluded	PF00741.24	PF00741	Gas_vesicle	53	91	53.57658386230469	1.3443038288650328e-15	1	39	39	1.0	346
vae_candidate_000195	excluded	PF00741.24	PF00741	Gas_vesicle	15	53	58.30034637451172	4.4915820590826976e-17	1	39	39	1.0	346
vae_candidate_000197	excluded	PF00741.24	PF00741	Gas_vesicle	10	48	54.99193572998047	4.855380324585569e-16	1	39	39	1.0	346
vae_candidate_000198	excluded	PF00741.24	PF00741	Gas_vesicle	152	180	30.757633209228516	1.8157005695794477e-08	1	29	39	0.7435897435897436	346
vae_candidate_000199	excluded	PF00741.24	PF00741	Gas_vesicle	57	92	42.3831787109375	4.229143840413371e-12	1	31	39	0.7948717948717948	346
vae_candidate_000200	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	13	51	52.687828063964844	2.5481148914888754e-15	1	39	39	1.0	346
vae_candidate_000202	excluded	PF00741.24	PF00741	Gas_vesicle	19	61	40.12063217163086	2.154076088106384e-11	5	39	39	0.8974358974358975	346
vae_candidate_000203	excluded	PF00741.24	PF00741	Gas_vesicle	25	57	26.664878845214844	3.451140643396431e-07	5	31	39	0.6923076923076923	346
vae_candidate_000205	excluded	PF00741.24	PF00741	Gas_vesicle	10	44	50.71408462524414	1.0543416670699742e-14	1	33	39	0.8461538461538461	346
vae_candidate_000207	excluded	PF00741.24	PF00741	Gas_vesicle	11	50	51.41715621948242	6.357451557380305e-15	1	39	39	1.0	346
vae_candidate_000210	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	54.55302810668945	6.658473383155698e-16	1	39	39	1.0	346
vae_candidate_000212	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	58.621253967285156	3.5655045369997164e-17	1	39	39	1.0	346
vae_candidate_000214	excluded	PF00741.24	PF00741	Gas_vesicle	12	42	44.34275817871094	1.0325619101135543e-12	1	30	39	0.7692307692307693	346
vae_candidate_000216	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	13	51	52.43071365356445	3.0659356167395072e-15	1	39	39	1.0	346
vae_candidate_000219	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	58.53254699707031	3.8004976008588945e-17	1	39	39	1.0	346
vae_candidate_000220	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	49	59.886714935302734	1.434449465218654e-17	1	39	39	1.0	346
vae_candidate_000221	excluded	PF00741.24	PF00741	Gas_vesicle	10	40	48.15663528442383	6.639604776084925e-14	1	30	39	0.7692307692307693	346
vae_candidate_000221	excluded	PF00741.24	PF00741	Gas_vesicle	37	69	33.20926284790039	3.1113601692903275e-09	9	39	39	0.7948717948717948	346
vae_candidate_000223	excluded	PF00741.24	PF00741	Gas_vesicle	28	66	29.759164810180664	3.724338817120304e-08	9	37	39	0.7435897435897436	346
vae_candidate_000224	excluded	PF00741.24	PF00741	Gas_vesicle	36	72	50.849544525146484	9.56428214024852e-15	4	39	39	0.9230769230769231	346
vae_candidate_000226	excluded	PF00741.24	PF00741	Gas_vesicle	19	59	43.02922439575195	2.6568914117846277e-12	6	39	39	0.8717948717948718	346
vae_candidate_000228	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	17	55	59.26841354370117	2.2381761783709426e-17	1	39	39	1.0	346
vae_candidate_000229	excluded	PF00741.24	PF00741	Gas_vesicle	83	116	41.79829788208008	6.441961077174047e-12	1	32	39	0.8205128205128205	346
vae_candidate_000230	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	59.200748443603516	2.349841124132733e-17	1	39	39	1.0	346
vae_candidate_000231	excluded	PF00741.24	PF00741	Gas_vesicle	11	45	31.41301918029785	1.133044305547968e-08	10	39	39	0.7692307692307693	346
vae_candidate_000232	excluded	PF00741.24	PF00741	Gas_vesicle	46	80	33.3282470703125	2.8560754425176572e-09	5	31	39	0.6923076923076923	346
vae_candidate_000235	excluded	PF00741.24	PF00741	Gas_vesicle	14	52	57.37516403198242	8.739842468575143e-17	1	39	39	1.0	346
vae_candidate_000236	excluded	PF00741.24	PF00741	Gas_vesicle	10	42	45.46443557739258	4.606916711139062e-13	1	32	39	0.8205128205128205	346
vae_candidate_000236	excluded	PF00741.24	PF00741	Gas_vesicle	40	71	34.5361328125	1.1976371131054188e-09	9	39	39	0.7948717948717948	346
vae_candidate_000238	excluded	PF00741.24	PF00741	Gas_vesicle	19	47	35.974815368652344	4.253638790132773e-10	1	28	39	0.717948717948718	346
vae_candidate_000241	excluded	PF00741.24	PF00741	Gas_vesicle	79	110	26.951143264770508	2.8087283327804487e-07	6	39	39	0.8717948717948718	346
vae_candidate_000242	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	11	49	49.25632095336914	3.0095983684025674e-14	1	39	39	1.0	346
vae_candidate_000245	excluded	PF00741.24	PF00741	Gas_vesicle	51	76	30.807689666748047	1.751468818993781e-08	2	24	39	0.5897435897435898	346
vae_candidate_000246	excluded	PF00741.24	PF00741	Gas_vesicle	13	52	25.958791732788086	5.73592241714213e-07	1	36	39	0.9230769230769231	346
vae_candidate_000247	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	56.477787017822266	1.6669369108662573e-16	1	39	39	1.0	346
vae_candidate_000248	excluded	PF00741.24	PF00741	Gas_vesicle	28	55	26.37860870361328	4.240502948648658e-07	1	27	39	0.6923076923076923	346
vae_candidate_000249	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	25	63	53.57188415527344	1.3488573312961114e-15	1	39	39	1.0	346
vae_candidate_000251	excluded	PF00741.24	PF00741	Gas_vesicle	18	52	37.0401611328125	1.9763214184949545e-10	8	39	39	0.8205128205128205	346
vae_candidate_000251	excluded	PF00741.24	PF00741	Gas_vesicle	67	105	30.339656829833984	2.4527595438244818e-08	9	34	39	0.6666666666666666	346
vae_candidate_000253	excluded	PF00741.24	PF00741	Gas_vesicle	40	78	53.32182693481445	1.6147481128498973e-15	1	39	39	1.0	346
vae_candidate_000256	excluded	PF00741.24	PF00741	Gas_vesicle	12	47	47.23168182373047	1.2917395985404058e-13	1	31	39	0.7948717948717948	346
vae_candidate_000257	excluded	PF00741.24	PF00741	Gas_vesicle	9	50	40.71846389770508	1.4010332987591758e-11	1	39	39	1.0	346
vae_candidate_000258	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	11	49	56.689239501953125	1.4316726864693253e-16	1	39	39	1.0	346
vae_candidate_000260	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	11	50	49.825889587402344	1.997688234706249e-14	1	39	39	1.0	346
vae_candidate_000262	excluded	PF00741.24	PF00741	Gas_vesicle	12	48	46.796722412109375	1.766414560226582e-13	5	39	39	0.8974358974358975	346
vae_candidate_000262	excluded	PF00741.24	PF00741	Gas_vesicle	51	75	29.48802375793457	4.526643609660131e-08	3	26	39	0.6153846153846154	346
vae_candidate_000263	excluded	PF00741.24	PF00741	Gas_vesicle	20	56	37.247833251953125	1.702015283369304e-10	5	32	39	0.717948717948718	346
vae_candidate_000264	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	27	65	58.64775848388672	3.498152737547256e-17	1	39	39	1.0	346
vae_candidate_000266	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	57.38288879394531	8.691400119747402e-17	1	39	39	1.0	346
vae_candidate_000267	excluded	PF00741.24	PF00741	Gas_vesicle	10	49	42.487281799316406	3.9239363444333e-12	5	39	39	0.8974358974358975	346
vae_candidate_000270	excluded	PF00741.24	PF00741	Gas_vesicle	12	50	59.11767578125	2.4945794524791595e-17	1	39	39	1.0	346
vae_candidate_000272	excluded	PF00741.24	PF00741	Gas_vesicle	30	65	34.156681060791016	1.5736120682780036e-09	1	30	39	0.7692307692307693	346
vae_candidate_000273	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	53	44.30315399169922	1.0624090402613635e-12	1	39	39	1.0	346
vae_candidate_000274	excluded	PF00741.24	PF00741	Gas_vesicle	10	48	54.6956672668457	6.009001000743635e-16	1	39	39	1.0	346
vae_candidate_000277	excluded	PF00741.24	PF00741	Gas_vesicle	18	56	62.722633361816406	1.8642638777325143e-18	1	39	39	1.0	346
vae_candidate_000278	excluded	PF00741.24	PF00741	Gas_vesicle	8	43	39.777984619140625	2.7563398542310098e-11	1	28	39	0.717948717948718	346
vae_candidate_000279	excluded	PF00741.24	PF00741	Gas_vesicle	8	46	60.77010726928711	7.59695715319554e-18	1	39	39	1.0	346
vae_candidate_000281	excluded	PF00741.24	PF00741	Gas_vesicle	7	41	39.346378326416016	3.760128031895821e-11	6	39	39	0.8717948717948718	346
vae_candidate_000282	excluded	PF00741.24	PF00741	Gas_vesicle	33	65	30.08785057067871	2.9399523327341016e-08	1	31	39	0.7948717948717948	346
vae_candidate_000283	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	10	49	50.61573791503906	1.1316525320172543e-14	1	39	39	1.0	346
vae_candidate_000284	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	12	50	58.10525894165039	5.168457539610954e-17	1	39	39	1.0	346
vae_candidate_000285	excluded	PF00741.24	PF00741	Gas_vesicle	11	29	28.4417781829834	9.609722318300669e-08	1	17	39	0.4358974358974359	346
vae_candidate_000285	excluded	PF00741.24	PF00741	Gas_vesicle	37	72	28.78822898864746	7.489462654388572e-08	13	39	39	0.6923076923076923	346
vae_candidate_000286	excluded	PF00741.24	PF00741	Gas_vesicle	27	65	59.54644775390625	1.8323699081010345e-17	1	39	39	1.0	346
vae_candidate_000288	main_supported_gvpa	PF00741.24	PF00741	Gas_vesicle	14	50	49.371498107910156	2.7702411504408703e-14	1	34	39	0.8717948717948718	346
vae_candidate_000290	ambiguous_exploration	PF00741.24	PF00741	Gas_vesicle	12	50	56.28839874267578	1.9102925611844372e-16	1	39	39	1.0	346
